"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Micro","log2fold_change","Auc"
"223","ENSG00000136167","hurdle",3.80619269644952e-131,-3.045132,-1.774085,1.271047,0.567
"210","ENSG00000134070","hurdle",9.45362788239302e-135,-1.6730114,-0.2048228,1.4681886,0.567
"2","ENSG00000003400","hurdle",1.18001618400962e-128,-3.006147,-1.795822,1.210325,0.567
"389","ENSG00000177409","hurdle",1.36555062445579e-127,-3.020804,-1.713725,1.307079,0.566
"144","ENSG00000116017","hurdle",1.38616048648841e-35,-1.5600372,-0.9528396,0.6071976,0.566
"120","ENSG00000110057","hurdle",2.61412514481041e-134,-3.078074,-1.869641,1.208433,0.566
"88","ENSG00000103335","hurdle",2.03033480106028e-86,-2.778469,-1.704885,1.073584,0.566
"424","ENSG00000197093","hurdle",5.92997927015292e-165,-3.182861,-1.916497,1.266364,0.565
"414","ENSG00000186517","hurdle",4.39629880931608e-152,-3.158465,-1.943971,1.214494,0.565
"217","ENSG00000135124","hurdle",4.04827198000515e-41,-1.890901,-1.170849,0.720052,0.565
"326","ENSG00000165801","hurdle",3.27534902442746e-65,-2.553027,-1.589204,0.963823,0.564
"310","ENSG00000162924","hurdle",2.59083227410133e-29,-1.0965626,-0.4498776,0.646685,0.564
"197","ENSG00000130775","hurdle",1.20564309357258e-74,-2.589927,-1.469582,1.120345,0.564
"461","ENSG00000231389","hurdle",7.33363498888624e-145,-3.13887,-1.879554,1.259316,0.563
"447","ENSG00000205730","hurdle",5.32509348016107e-75,-2.72323,-1.737566,0.985664,0.563
"299","ENSG00000159958","hurdle",6.03990611893428e-158,-3.194855,-2.000541,1.194314,0.562
"474","ENSG00000255197","hurdle",2.57593261568508e-76,-2.790612,-1.798954,0.991658,0.561
"364","ENSG00000171729","hurdle",1.55945096769619e-63,-2.480475,-1.479599,1.000876,0.561
"208","ENSG00000133800","hurdle",1.97240995950149e-105,-2.842685,-1.535972,1.306713,0.561
"54","ENSG00000087266","hurdle",1.89734481861019e-75,-2.775764,-1.789578,0.986186,0.561
"35","ENSG00000067182","hurdle",8.11330795391389e-71,-2.705106,-1.713725,0.991381,0.561
"430","ENSG00000197992","hurdle",6.60518924226539e-212,-3.28121,-1.979066,1.302144,0.56
"228","ENSG00000136732","hurdle",3.80820935317546e-132,-3.128941,-1.902954,1.225987,0.56
"62","ENSG00000093072","hurdle",1.48070073500409e-82,-2.799192,-1.74661,1.052582,0.56
"412","ENSG00000185404","hurdle",2.17661268661658e-66,-2.658025,-1.687365,0.97066,0.559
"350","ENSG00000169871","hurdle",6.53344332429344e-59,-2.557666,-1.713725,0.843941,0.559
"296","ENSG00000159314","hurdle",3.21588211488559e-46,-2.323323,-1.499844,0.823479,0.559
"160","ENSG00000120889","hurdle",2.51593961905199e-75,-2.659021,-1.704885,0.954136,0.559
"101","ENSG00000105366","hurdle",8.99493490971184e-234,-3.301296,-2.070732,1.230564,0.559
"441","ENSG00000204472","hurdle",1.47954437665714e-179,-3.254857,-2.051927,1.20293,0.558
"382","ENSG00000174130","hurdle",1.87074360045112e-165,-3.23689,-2.074522,1.162368,0.558
"336","ENSG00000167851","hurdle",1.37575274482682e-195,-3.271779,-2.048195,1.223584,0.558
"95","ENSG00000104894","hurdle",2.10497128633988e-153,-3.213522,-2.048195,1.165327,0.558
"387","ENSG00000176225","hurdle",9.9457298403341e-31,-0.2145958,0.5671915,0.7817873,0.557
"260","ENSG00000142512","hurdle",6.67738446493208e-156,-3.23021,-2.097477,1.132733,0.557
"103","ENSG00000105851","hurdle",4.5666225350352e-100,-3.004035,-1.933607,1.070428,0.557
"39","ENSG00000073737","hurdle",2.91534174792005e-182,-3.26241,-1.943971,1.318439,0.557
"464","ENSG00000237797","hurdle",3.57641066662697e-123,-3.146303,-1.971979,1.174324,0.556
"378","ENSG00000173530","hurdle",5.74434615645979e-137,-3.145838,-2.082134,1.063704,0.556
"439","ENSG00000204161","hurdle",2.09524219960889e-91,-3.016327,-1.961412,1.054915,0.555
"366","ENSG00000171860","hurdle",2.79160094166962e-154,-3.23689,-2.105211,1.131679,0.555
"348","ENSG00000169508","hurdle",2.2262521037623e-110,-2.941067,-1.549097,1.39197,0.555
"290","ENSG00000155659","hurdle",7.5891784764182e-223,-3.304671,-2.055668,1.249003,0.555
"285","ENSG00000154309","hurdle",4.37058055599681e-19,-0.537702607,-0.008042353,0.529660254,0.555
"282","ENSG00000152953","hurdle",1.52603491299128e-46,-1.663731,-1.117085,0.546646,0.555
"449","ENSG00000213064","hurdle",1.12794686194565e-44,-2.446957,-1.684466,0.762491,0.554
"287","ENSG00000154589","hurdle",7.26313737488819e-83,-2.942078,-1.923317,1.018761,0.554
"360","ENSG00000171365","hurdle",4.46990325870943e-27,-1.4906847,-0.7650212,0.7256635,0.553
"186","ENSG00000128016","hurdle",4.0507938041032e-101,-2.997719,-1.961412,1.036307,0.553
"11","ENSG00000019485","hurdle",1.24349775296333e-23,-0.8797062,-0.2805135,0.5991927,0.553
"429","ENSG00000197859","hurdle",4.10694191236698e-33,-2.158418,-1.497298,0.66112,0.552
"397","ENSG00000181481","hurdle",3.64863665896006e-85,-3.021871,-2.015037,1.006834,0.552
"164","ENSG00000122122","hurdle",3.41635727417131e-169,-3.274577,-2.193134,1.081443,0.552
"487","ENSG00000275395","hurdle",5.08957015131335e-136,-3.198472,-1.798954,1.399518,0.551
"446","ENSG00000205517","hurdle",1.10763675129029e-62,-2.808744,-1.943971,0.864773,0.551
"434","ENSG00000198502","hurdle",1.91398933191388e-162,-3.272287,-2.20555,1.066737,0.551
"339","ENSG00000168071","hurdle",1.94228298178474e-44,-2.585657,-1.808392,0.777265,0.551
"236","ENSG00000137834","hurdle",6.15910757565709e-81,-2.74917,-1.843534,0.905636,0.551
"196","ENSG00000130300","hurdle",4.224764747449e-145,-3.239124,-2.105211,1.133913,0.551
"55","ENSG00000089127","hurdle",2.97264318374423e-89,-3.064807,-2.101339,0.963468,0.551
"452","ENSG00000213445","hurdle",4.83363578309656e-96,-3.128711,-2.148503,0.980208,0.55
"405","ENSG00000183943","hurdle",1.66270734740351e-35,-2.214327,-1.565006,0.649321,0.55
"403","ENSG00000183160","hurdle",4.81276729264749e-182,-3.295086,-2.252011,1.043075,0.55
"243","ENSG00000138496","hurdle",4.85541313902902e-55,-2.711294,-1.833865,0.877429,0.55
"135","ENSG00000112977","hurdle",6.58788502794555e-24,-1.75925,-1.178987,0.580263,0.55
"420","ENSG00000196664","hurdle",3.19641902923758e-148,-3.266454,-2.193134,1.07332,0.548
"230","ENSG00000137331","hurdle",9.45175716818054e-77,-2.979347,-1.943971,1.035376,0.548
"123","ENSG00000110446","hurdle",2.5969980371196e-131,-3.245097,-2.264946,0.980151,0.548
"93","ENSG00000104368","hurdle",3.8264648642462e-37,-2.352446,-1.630458,0.721988,0.548
"77","ENSG00000101160","hurdle",4.04727174666219e-37,-2.485623,-1.743589,0.742034,0.548
"7","ENSG00000011422","hurdle",1.09767054699122e-58,-2.535993,-1.469582,1.066411,0.548
"363","ENSG00000171700","hurdle",2.45361850978054e-55,-2.868002,-2.026005,0.841997,0.547
"145","ENSG00000116701","hurdle",3.42937369687844e-104,-3.177616,-2.172676,1.00494,0.547
"257","ENSG00000141524","hurdle",9.05707763314544e-36,-2.471986,-1.827454,0.644532,0.546
"192","ENSG00000129566","hurdle",2.98417993258848e-38,-2.593574,-1.850017,0.743557,0.546
"14","ENSG00000025708","hurdle",7.50925984858375e-55,-2.864741,-1.993347,0.871394,0.546
"467","ENSG00000241839","hurdle",5.02610226954074e-65,-2.988086,-2.093626,0.89446,0.545
"203","ENSG00000132965","hurdle",1.08288438277692e-137,-3.267973,-2.247725,1.020248,0.545
"117","ENSG00000108798","hurdle",2.20719402502457e-131,-3.257622,-2.230707,1.026915,0.545
"61","ENSG00000092820","hurdle",8.93207807867297e-30,-2.009067,-1.2458,0.763267,0.545
"45","ENSG00000078579","hurdle",6.55356476651537e-74,-3.071204,-2.160539,0.910665,0.545
"345","ENSG00000169252","hurdle",1.63442102025307e-129,-3.26342,-2.269284,0.994136,0.544
"328","ENSG00000166428","hurdle",3.15535724900261e-111,-3.23021,-2.252011,0.978199,0.544
"166","ENSG00000122986","hurdle",1.95979569397327e-30,-2.366349,-1.655789,0.71056,0.544
"99","ENSG00000105246","hurdle",1.56153359335849e-89,-3.164585,-2.239191,0.925394,0.544
"96","ENSG00000104903","hurdle",1.26046593416071e-117,-3.246095,-2.29117,0.954925,0.544
"89","ENSG00000103449","hurdle",6.7009304480668e-44,-2.750408,-2.015037,0.735371,0.544
"82","ENSG00000101695","hurdle",2.39763792271069e-30,-2.354194,-1.655789,0.698405,0.544
"416","ENSG00000189067","hurdle",3.69392615042657e-28,-2.271982,-1.55703,0.714952,0.543
"212","ENSG00000134245","hurdle",1.78113607473973e-22,-1.762281,-1.140733,0.621548,0.543
"319","ENSG00000164010","hurdle",1.97189490156433e-24,-2.290523,-1.696098,0.594425,0.542
"156","ENSG00000120063","hurdle",1.0549310477647e-25,-0.7332877,-0.1103574,0.6229303,0.542
"437","ENSG00000203747","hurdle",1.72803483708212e-137,-3.291476,-2.377503,0.913973,0.541
"295","ENSG00000159189","hurdle",7.51918982190137e-134,-3.285051,-2.326893,0.958158,0.541
"276","ENSG00000150337","hurdle",3.23713549138323e-151,-3.301296,-2.391619,0.909677,0.541
"466","ENSG00000241399","hurdle",4.07486491488618e-19,-2.045849,-1.50751,0.538339,0.54
"234","ENSG00000137767","hurdle",9.63182633032404e-56,-3.011652,-2.20555,0.806102,0.54
"202","ENSG00000132744","hurdle",1.11823304736151e-148,-3.302593,-2.382193,0.9204,0.54
"121","ENSG00000110092","hurdle",5.17485191252418e-30,-2.38918,-1.850017,0.539163,0.54
"458","ENSG00000228058","hurdle",6.46474308794632e-146,-3.303631,-2.439697,0.863934,0.539
"431","ENSG00000198001","hurdle",2.1769492456702e-26,-2.505949,-1.882874,0.623075,0.539
"428","ENSG00000197712","hurdle",2.56619154176883e-26,-2.455156,-1.846772,0.608384,0.539
"371","ENSG00000172716","hurdle",1.39241835590267e-54,-2.976653,-2.218074,0.758579,0.539
"333","ENSG00000167604","hurdle",1.04027875752669e-50,-2.461806,-1.559684,0.902122,0.539
"206","ENSG00000133574","hurdle",2.25482752705321e-62,-3.074081,-2.277998,0.796083,0.539
"455","ENSG00000224307","hurdle",6.34753175188651e-33,-2.721494,-2.037057,0.684437,0.538
"188","ENSG00000128604","hurdle",2.45322994615214e-78,-3.195578,-2.401108,0.79447,0.538
"185","ENSG00000127951","hurdle",3.13945973771114e-62,-3.099333,-2.239191,0.860142,0.538
"90","ENSG00000103811","hurdle",3.13343543296813e-19,-2.224003,-1.719648,0.504355,0.538
"329","ENSG00000166801","hurdle",2.48303994650079e-46,-2.98746,-2.269284,0.718176,0.537
"215","ENSG00000134574","hurdle",3.89080367762171e-18,-2.107653,-1.562342,0.545311,0.537
"183","ENSG00000126882","hurdle",3.28947729551812e-20,-2.275544,-1.758756,0.516788,0.537
"175","ENSG00000124762","hurdle",9.4281690492141e-53,-3.034317,-2.180825,0.853492,0.537
"71","ENSG00000100365","hurdle",1.17123625670474e-147,-3.310661,-2.449508,0.861153,0.537
"450","ENSG00000213316","hurdle",1.12732218153321e-55,-3.101589,-2.358893,0.742696,0.536
"400","ENSG00000182179","hurdle",1.12861098376103e-74,-3.207435,-2.429953,0.777482,0.536
"91","ENSG00000103966","hurdle",3.81263243307403e-22,-2.363098,-1.821072,0.542026,0.536
"64","ENSG00000095970","hurdle",5.07186791971843e-130,-3.302852,-2.449508,0.853344,0.536
"422","ENSG00000196843","hurdle",3.17706180419606e-25,-2.608576,-2.055668,0.552908,0.535
"303","ENSG00000161638","hurdle",7.00380452399817e-33,-2.834969,-2.189019,0.64595,0.535
"294","ENSG00000158869","hurdle",6.26592232082237e-97,-3.268987,-2.494503,0.774484,0.535
"235","ENSG00000137819","hurdle",4.58740184127297e-44,-2.950187,-2.213887,0.7363,0.535
"375","ENSG00000173372","hurdle",1.9293027566129e-88,-3.259132,-2.474332,0.7848,0.534
"338","ENSG00000167994","hurdle",2.05947801324262e-53,-3.124346,-2.410659,0.713687,0.534
"254","ENSG00000140853","hurdle",3.84954139458413e-39,-2.931403,-2.269284,0.662119,0.534
"56","ENSG00000089639","hurdle",3.46951818626733e-30,-2.782264,-2.11689,0.665374,0.534
"490","ENSG00000282608","hurdle",6.75378020784322e-136,-3.312751,-2.530495,0.782256,0.533
"456","ENSG00000227039","hurdle",5.42977901501153e-97,-3.278655,-2.509818,0.768837,0.533
"411","ENSG00000185215","hurdle",4.81435735283975e-21,-2.496863,-1.876242,0.620621,0.533
"385","ENSG00000175567","hurdle",3.64050916994237e-80,-3.244599,-2.469333,0.775266,0.533
"331","ENSG00000167107","hurdle",1.49861314706699e-36,-2.961002,-2.264946,0.696056,0.533
"275","ENSG00000149781","hurdle",1.75208723001897e-48,-3.078963,-2.354278,0.724685,0.533
"267","ENSG00000146112","hurdle",3.32922487125575e-41,-3.028081,-2.345092,0.682989,0.533
"74","ENSG00000101000","hurdle",1.98743274640478e-28,-2.781179,-2.105211,0.675968,0.533
"182","ENSG00000126561","hurdle",3.04075926448958e-44,-3.091016,-2.415458,0.675558,0.532
"169","ENSG00000123096","hurdle",7.07192600657256e-15,-2.08003,-1.528154,0.551876,0.532
"139","ENSG00000114738","hurdle",2.2716658198619e-44,-3.084977,-2.391619,0.693358,0.532
"356","ENSG00000170891","hurdle",3.90549823710144e-109,-3.298964,-2.479348,0.819616,0.531
"232","ENSG00000137628","hurdle",2.28792201714199e-23,-2.665348,-2.066951,0.598397,0.531
"484","ENSG00000273691","hurdle",2.55337099688134e-47,-3.123658,-2.459387,0.664271,0.53
"239","ENSG00000137965","hurdle",1.41997737132241e-25,-2.71578,-2.168619,0.547161,0.53
"448","ENSG00000205744","hurdle",1.24206421956299e-46,-3.158465,-2.509818,0.648647,0.529
"256","ENSG00000141497","hurdle",3.70352339081412e-79,-3.274068,-2.57813,0.695938,0.529
"227","ENSG00000136383","hurdle",2.97255476012291e-28,-2.248168,-1.413296,0.834872,0.529
"129","ENSG00000111321","hurdle",2.92961717046138e-34,-3.037985,-2.449508,0.588477,0.529
"30","ENSG00000060558","hurdle",8.01342156881408e-30,-2.935422,-2.391619,0.543803,0.529
"10","ENSG00000015285","hurdle",1.04368290589969e-25,-2.889867,-2.313393,0.576474,0.529
"438","ENSG00000203814","hurdle",5.467438187427e-25,-2.85786,-2.230707,0.627153,0.528
"273","ENSG00000148841","hurdle",8.27068547686791e-37,-3.081187,-2.459387,0.6218,0.528
"209","ENSG00000133874","hurdle",1.24926565728496e-33,-3.022299,-2.345092,0.677207,0.528
"104","ENSG00000105889","hurdle",2.89409591127335e-11,-1.810367,-1.298022,0.512345,0.528
"426","ENSG00000197405","hurdle",1.46063011012789e-16,-2.556427,-1.982623,0.573804,0.527
"344","ENSG00000168994","hurdle",3.77671703149738e-24,-2.895532,-2.368168,0.527364,0.527
"305","ENSG00000161921","hurdle",3.103220753351e-52,-3.215231,-2.583521,0.63171,0.527
"162","ENSG00000121858","hurdle",2.03560936898912e-40,-3.039282,-2.489433,0.549849,0.527
"124","ENSG00000110719","hurdle",1.98071033151739e-53,-3.228237,-2.627392,0.600845,0.527
"372","ENSG00000173083","hurdle",8.97374033247996e-39,-3.132397,-2.489433,0.642964,0.526
"352","ENSG00000170458","hurdle",4.8393145862966e-47,-3.185491,-2.520119,0.665372,0.526
"317","ENSG00000163823","hurdle",5.05496250647664e-92,-3.305711,-2.661194,0.644517,0.526
"180","ENSG00000125538","hurdle",6.44758099016074e-99,-3.308054,-2.300018,1.008036,0.526
"69","ENSG00000100292","hurdle",2.84355551935519e-54,-3.236642,-2.588933,0.647709,0.526
"42","ENSG00000076944","hurdle",6.12768116761325e-31,-3.080742,-2.525298,0.555444,0.526
"365","ENSG00000171812","hurdle",1.64199513492736e-59,-3.258377,-2.638572,0.619805,0.525
"281","ENSG00000152804","hurdle",2.51246984815919e-61,-3.269748,-2.649839,0.619909,0.525
"108","ENSG00000106366","hurdle",5.26988791922196e-52,-3.123429,-1.55438,1.569049,0.525
"84","ENSG00000102032","hurdle",3.44668484330408e-21,-2.913852,-2.410659,0.503193,0.525
"470","ENSG00000250604","hurdle",4.54663243331605e-75,-3.296119,-2.707531,0.588588,0.524
"465","ENSG00000239961","hurdle",6.50224943830464e-99,-3.315105,-2.707531,0.607574,0.524
"459","ENSG00000228427","hurdle",4.60980193200869e-33,-3.119766,-2.520119,0.599647,0.524
"21","ENSG00000042493","hurdle",2.46923669673581e-44,-3.208164,-2.616299,0.591865,0.524
"445","ENSG00000205413","hurdle",3.88793002433942e-25,-3.067009,-2.556764,0.510245,0.523
"427","ENSG00000197629","hurdle",3.23923079243167e-75,-3.303372,-2.743287,0.560085,0.523
"324","ENSG00000165457","hurdle",3.42629531655511e-81,-3.308054,-2.737266,0.570788,0.523
"233","ENSG00000137752","hurdle",5.40104178404095e-65,-3.287104,-2.725298,0.561806,0.523
"172","ENSG00000123609","hurdle",2.24299323351038e-34,-3.156822,-2.572759,0.584063,0.523
"75","ENSG00000101017","hurdle",6.1098534899364e-31,-3.125953,-2.551472,0.574481,0.523
"384","ENSG00000175538","hurdle",3.02764018894455e-38,-3.214742,-2.701657,0.513085,0.522
"109","ENSG00000106560","hurdle",8.54148650212016e-50,-3.264936,-2.755406,0.50953,0.522
"482","ENSG00000273338","hurdle",1.65077540925106e-35,-3.214254,-2.68998,0.524274,0.521
"147","ENSG00000116774","hurdle",1.18205641019834e-43,-3.243602,-2.684176,0.559426,0.521
"475","ENSG00000255980","hurdle",3.56266509880717e-81,-3.315629,-2.79864,0.516989,0.52
"325","ENSG00000165685","hurdle",4.79388022226744e-28,-3.168836,-2.666905,0.501931,0.52
"151","ENSG00000118503","hurdle",3.69320793035861e-36,-3.216208,-2.68998,0.526228,0.52
"225","ENSG00000136235","hurdle",2.69496365243723e-15,-3.007416,-2.464351,0.543065,0.516
"489","ENSG00000277632","hurdle",3.9880169537468e-50,-3.304411,-2.583521,0.72089,0.515
"488","ENSG00000276070","hurdle",4.00561366942249e-58,-3.148168,-2.415458,0.73271,0.514
"390","ENSG00000177575","hurdle",1.05725840939465e-37,-3.240864,-2.610784,0.63008,0.514
"159","ENSG00000120708","hurdle",1.15768793467907e-20,-3.190766,-2.684176,0.50659,0.514
"486","ENSG00000275302","hurdle",1.80104647599163e-31,-3.267467,-2.551472,0.715995,0.513
"245","ENSG00000138678","hurdle",9.9226126280938e-12,-1.6530195,-0.9355014,0.7175181,0.507
"154","ENSG00000119508","hurdle",3.54248334538447e-55,-1.20687586,-0.08146597,1.12540989,0.506
"174","ENSG00000124491","hurdle",1.24806308388021e-52,-2.420945,-1.286986,1.133959,0.491
