sample_id,cell_type,prop,subset_run
2107UNHS-0291_Br2720_Mid_Bulk,Astro,0.027665218315693386,430
2107UNHS-0291_Br2720_Mid_Bulk,EndoMural,0.07925062683296723,430
2107UNHS-0291_Br2720_Mid_Bulk,Micro,0.03418306747264934,430
2107UNHS-0291_Br2720_Mid_Bulk,Oligo,0.2720719449959924,430
2107UNHS-0291_Br2720_Mid_Bulk,OPC,0.06831778342269003,430
2107UNHS-0291_Br2720_Mid_Bulk,Excit,0.3656425031967298,430
2107UNHS-0291_Br2720_Mid_Bulk,Inhib,0.15286885576327786,430
2107UNHS-0291_Br2720_Mid_Cyto,Astro,0.03165638271478299,430
2107UNHS-0291_Br2720_Mid_Cyto,EndoMural,0.07643483923245187,430
2107UNHS-0291_Br2720_Mid_Cyto,Micro,0.04334001156602337,430
2107UNHS-0291_Br2720_Mid_Cyto,Oligo,0.22486796113336488,430
2107UNHS-0291_Br2720_Mid_Cyto,OPC,0.06429627850700036,430
2107UNHS-0291_Br2720_Mid_Cyto,Excit,0.4137678250081382,430
2107UNHS-0291_Br2720_Mid_Cyto,Inhib,0.14563670183823843,430
2107UNHS-0291_Br2720_Mid_Nuc,Astro,0.03371749840553334,430
2107UNHS-0291_Br2720_Mid_Nuc,EndoMural,0.11304623007209405,430
2107UNHS-0291_Br2720_Mid_Nuc,Micro,0.03630176004457556,430
2107UNHS-0291_Br2720_Mid_Nuc,Oligo,0.1841860304170318,430
2107UNHS-0291_Br2720_Mid_Nuc,OPC,0.07511249350245389,430
2107UNHS-0291_Br2720_Mid_Nuc,Excit,0.39911933224951446,430
2107UNHS-0291_Br2720_Mid_Nuc,Inhib,0.15851665530879686,430
2107UNHS-0291_Br6432_Ant_Bulk,Astro,0.06028895887338143,430
2107UNHS-0291_Br6432_Ant_Bulk,EndoMural,0.09230599596288085,430
2107UNHS-0291_Br6432_Ant_Bulk,Micro,0.03730412318107975,430
2107UNHS-0291_Br6432_Ant_Bulk,Oligo,0.20849912697066572,430
2107UNHS-0291_Br6432_Ant_Bulk,OPC,0.10010184589256363,430
2107UNHS-0291_Br6432_Ant_Bulk,Excit,0.35597567473493796,430
2107UNHS-0291_Br6432_Ant_Bulk,Inhib,0.14552427438449062,430
2107UNHS-0291_Br6432_Ant_Cyto,Astro,0.06898798569128332,430
2107UNHS-0291_Br6432_Ant_Cyto,EndoMural,0.08466343541327045,430
2107UNHS-0291_Br6432_Ant_Cyto,Micro,0.05505375684543561,430
2107UNHS-0291_Br6432_Ant_Cyto,Oligo,0.15355937260157948,430
2107UNHS-0291_Br6432_Ant_Cyto,OPC,0.08743375574978555,430
2107UNHS-0291_Br6432_Ant_Cyto,Excit,0.41136820362117904,430
2107UNHS-0291_Br6432_Ant_Cyto,Inhib,0.1389334900774666,430
2107UNHS-0291_Br6432_Ant_Nuc,Astro,0.06294110560308226,430
2107UNHS-0291_Br6432_Ant_Nuc,EndoMural,0.10738899671071973,430
2107UNHS-0291_Br6432_Ant_Nuc,Micro,0.0378007667871018,430
2107UNHS-0291_Br6432_Ant_Nuc,Oligo,0.16785797905510605,430
2107UNHS-0291_Br6432_Ant_Nuc,OPC,0.10501764467804213,430
2107UNHS-0291_Br6432_Ant_Nuc,Excit,0.38006188263004137,430
2107UNHS-0291_Br6432_Ant_Nuc,Inhib,0.1389316245359067,430
2107UNHS-0291_Br6432_Mid_Bulk,Astro,0.09049778718193578,430
2107UNHS-0291_Br6432_Mid_Bulk,EndoMural,0.10824829273394526,430
2107UNHS-0291_Br6432_Mid_Bulk,Micro,0.050021628783844856,430
2107UNHS-0291_Br6432_Mid_Bulk,Oligo,0.13469510495747386,430
2107UNHS-0291_Br6432_Mid_Bulk,OPC,0.12002210028580715,430
2107UNHS-0291_Br6432_Mid_Bulk,Excit,0.34907507563419166,430
2107UNHS-0291_Br6432_Mid_Bulk,Inhib,0.1474400104228014,430
2107UNHS-0291_Br6432_Mid_Cyto,Astro,0.09225234812181446,430
2107UNHS-0291_Br6432_Mid_Cyto,EndoMural,0.11362668910907317,430
2107UNHS-0291_Br6432_Mid_Cyto,Micro,0.06453322609911316,430
2107UNHS-0291_Br6432_Mid_Cyto,Oligo,0.1016917448055341,430
2107UNHS-0291_Br6432_Mid_Cyto,OPC,0.10400587371641329,430
2107UNHS-0291_Br6432_Mid_Cyto,Excit,0.3827852931393003,430
2107UNHS-0291_Br6432_Mid_Cyto,Inhib,0.1411048250087515,430
2107UNHS-0291_Br6432_Mid_Nuc,Astro,0.08645711106479012,430
2107UNHS-0291_Br6432_Mid_Nuc,EndoMural,0.12873911965490142,430
2107UNHS-0291_Br6432_Mid_Nuc,Micro,0.04769547678672316,430
2107UNHS-0291_Br6432_Mid_Nuc,Oligo,0.11258923741773612,430
2107UNHS-0291_Br6432_Mid_Nuc,OPC,0.11280839804612879,430
2107UNHS-0291_Br6432_Mid_Nuc,Excit,0.36676902543453427,430
2107UNHS-0291_Br6432_Mid_Nuc,Inhib,0.14494163159518617,430
2107UNHS-0291_Br6471_Ant_Bulk,Astro,0.03278717156320681,430
2107UNHS-0291_Br6471_Ant_Bulk,EndoMural,0.08386296251373165,430
2107UNHS-0291_Br6471_Ant_Bulk,Micro,0.03215862135927336,430
2107UNHS-0291_Br6471_Ant_Bulk,Oligo,0.2855480491516719,430
2107UNHS-0291_Br6471_Ant_Bulk,OPC,0.0596676795048056,430
2107UNHS-0291_Br6471_Ant_Bulk,Excit,0.3403807029351888,430
2107UNHS-0291_Br6471_Ant_Bulk,Inhib,0.1655948129721218,430
2107UNHS-0291_Br6471_Ant_Cyto,Astro,0.03794947560883616,430
2107UNHS-0291_Br6471_Ant_Cyto,EndoMural,0.08075103178685292,430
2107UNHS-0291_Br6471_Ant_Cyto,Micro,0.0474737992783807,430
2107UNHS-0291_Br6471_Ant_Cyto,Oligo,0.27626762073453776,430
2107UNHS-0291_Br6471_Ant_Cyto,OPC,0.05750730030191036,430
2107UNHS-0291_Br6471_Ant_Cyto,Excit,0.36689552309104845,430
2107UNHS-0291_Br6471_Ant_Cyto,Inhib,0.13315524919843372,430
2107UNHS-0291_Br6471_Ant_Nuc,Astro,0.03265439664361299,430
2107UNHS-0291_Br6471_Ant_Nuc,EndoMural,0.10695592085659412,430
2107UNHS-0291_Br6471_Ant_Nuc,Micro,0.03210091104902191,430
