sample_id,cell_type,prop,subset_run
2107UNHS-0291_Br2720_Mid_Bulk,Astro,0.03473611031315343,307
2107UNHS-0291_Br2720_Mid_Bulk,EndoMural,0.08527878586456622,307
2107UNHS-0291_Br2720_Mid_Bulk,Micro,0.04737561938715671,307
2107UNHS-0291_Br2720_Mid_Bulk,Oligo,0.31476806405123153,307
2107UNHS-0291_Br2720_Mid_Bulk,OPC,0.055405066544808916,307
2107UNHS-0291_Br2720_Mid_Bulk,Excit,0.29995049167231735,307
2107UNHS-0291_Br2720_Mid_Bulk,Inhib,0.16248586216676586,307
2107UNHS-0291_Br2720_Mid_Cyto,Astro,0.0418402853185061,307
2107UNHS-0291_Br2720_Mid_Cyto,EndoMural,0.08321302815784878,307
2107UNHS-0291_Br2720_Mid_Cyto,Micro,0.060910916685552256,307
2107UNHS-0291_Br2720_Mid_Cyto,Oligo,0.26075321095143533,307
2107UNHS-0291_Br2720_Mid_Cyto,OPC,0.05236159062639769,307
2107UNHS-0291_Br2720_Mid_Cyto,Excit,0.3435287834292696,307
2107UNHS-0291_Br2720_Mid_Cyto,Inhib,0.15739218483099032,307
2107UNHS-0291_Br2720_Mid_Nuc,Astro,0.045357956146627194,307
2107UNHS-0291_Br2720_Mid_Nuc,EndoMural,0.12450947272400147,307
2107UNHS-0291_Br2720_Mid_Nuc,Micro,0.05102180115409404,307
2107UNHS-0291_Br2720_Mid_Nuc,Oligo,0.2138563828610783,307
2107UNHS-0291_Br2720_Mid_Nuc,OPC,0.06173305937369608,307
2107UNHS-0291_Br2720_Mid_Nuc,Excit,0.33215431954318864,307
2107UNHS-0291_Br2720_Mid_Nuc,Inhib,0.17136700819731426,307
2107UNHS-0291_Br6432_Ant_Bulk,Astro,0.0819340759462727,307
2107UNHS-0291_Br6432_Ant_Bulk,EndoMural,0.09984923037059058,307
2107UNHS-0291_Br6432_Ant_Bulk,Micro,0.051760376177083844,307
2107UNHS-0291_Br6432_Ant_Bulk,Oligo,0.23949323339966774,307
2107UNHS-0291_Br6432_Ant_Bulk,OPC,0.08153504936143496,307
2107UNHS-0291_Br6432_Ant_Bulk,Excit,0.2922400261868055,307
2107UNHS-0291_Br6432_Ant_Bulk,Inhib,0.1531880085581447,307
2107UNHS-0291_Br6432_Ant_Cyto,Astro,0.09563786581361376,307
2107UNHS-0291_Br6432_Ant_Cyto,EndoMural,0.09196636961641105,307
2107UNHS-0291_Br6432_Ant_Cyto,Micro,0.07722776158878412,307
2107UNHS-0291_Br6432_Ant_Cyto,Oligo,0.17554948444864021,307
2107UNHS-0291_Br6432_Ant_Cyto,OPC,0.07131030816319385,307
2107UNHS-0291_Br6432_Ant_Cyto,Excit,0.34062598927505866,307
2107UNHS-0291_Br6432_Ant_Cyto,Inhib,0.1476822210942984,307
