"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.OPC","log2fold_change","Auc"
"104","ENSG00000134508","hurdle",2.41660276475957e-132,0.06514543,1.00482569,0.93968026,0.649
"243","ENSG00000205336","hurdle",5.1303427532945e-205,-1.7129397,-0.3154357,1.397504,0.648
"11","ENSG00000049089","hurdle",1.37412310870104e-280,-2.3367868,-0.6468805,1.6899063,0.647
"1","ENSG00000005513","hurdle",2.48197140511365e-264,-2.200374,-0.5920446,1.6083294,0.647
"125","ENSG00000145555","hurdle",1.01605953236409e-168,-0.94820597,-0.01269789,0.93550808,0.646
"122","ENSG00000140807","hurdle",3.74787563504291e-203,-1.5762781,-0.3080515,1.2682266,0.645
"12","ENSG00000049192","hurdle",8.55841141736821e-235,-0.8370317,0.1496214,0.9866531,0.645
"119","ENSG00000139946","hurdle",1.58202258840253e-143,0.004616577,0.719759279,0.715142702,0.643
"116","ENSG00000138448","hurdle",5.43669569873262e-129,-0.5419112,0.4096359,0.9515471,0.642
"23","ENSG00000069869","hurdle",1.77227560758588e-229,-2.042225,-0.4532169,1.5890081,0.639
"17","ENSG00000064655","hurdle",2.50807707023523e-216,-1.610865,-0.3739824,1.2368826,0.638
"172","ENSG00000165029","hurdle",5.35679395667126e-161,-1.2513648,-0.2485319,1.0028329,0.635
"141","ENSG00000151414","hurdle",4.24381260752733e-117,-0.5606837,0.3337778,0.8944615,0.635
"79","ENSG00000116117","hurdle",1.03541880214353e-150,-0.1489361,0.4986457,0.6475818,0.635
"142","ENSG00000151491","hurdle",8.62783085806154e-136,-0.4237648,0.2924782,0.716243,0.634
"102","ENSG00000134250","hurdle",5.00034159087051e-187,-1.7364716,-0.5135112,1.2229604,0.634
"53","ENSG00000105088","hurdle",2.96375353548301e-116,-0.02400128,0.60416917,0.62817045,0.634
"13","ENSG00000050405","hurdle",1.69061225886428e-132,-0.98445728,0.09774979,1.08220707,0.633
"157","ENSG00000158352","hurdle",5.81650424535255e-188,-0.73117631,0.08097408,0.81215039,0.632
"103","ENSG00000134376","hurdle",4.21586523283705e-113,0.009278916,0.718403999,0.709125083,0.631
"49","ENSG00000103089","hurdle",2.62162554231031e-228,-0.9186355,-0.2663102,0.6523253,0.631
"22","ENSG00000067955","hurdle",4.77089131561499e-130,-1.12956013,-0.08658002,1.04298011,0.631
"203","ENSG00000177694","hurdle",3.24142870480551e-89,1.295486,1.88853,0.593044,0.628
"158","ENSG00000160307","hurdle",6.05238572619356e-147,-1.4090804,-0.4031878,1.0058926,0.628
"27","ENSG00000077943","hurdle",1.70602697019722e-222,-0.7378702,-0.1694603,0.5684099,0.627
"33","ENSG00000088881","hurdle",1.29358657906533e-166,-1.8727083,-0.6249247,1.2477836,0.626
"28","ENSG00000079335","hurdle",6.9939248752052e-205,-1.5449702,-0.5370572,1.007913,0.626
"228","ENSG00000187098","hurdle",2.54585706393947e-125,-0.6860204,0.1576438,0.8436642,0.625
"210","ENSG00000179455","hurdle",7.5691071899939e-145,-1.4374742,-0.2906639,1.1468103,0.625
"55","ENSG00000105854","hurdle",1.12547351149063e-150,-1.5283836,-0.4976746,1.030709,0.625
"32","ENSG00000085117","hurdle",1.65547411145127e-240,-2.4693155,-0.7925579,1.6767576,0.625
"248","ENSG00000227110","hurdle",5.64685959978581e-84,1.044176,1.714104,0.669928,0.624
"199","ENSG00000174607","hurdle",3.96415757730117e-176,-0.6150628,-0.1112693,0.5037935,0.623
"259","ENSG00000259070","hurdle",8.5585941395082e-153,-0.8823219,0.1060651,0.988387,0.622
"198","ENSG00000173905","hurdle",4.34907644895788e-115,-0.4586223,0.1307271,0.5893494,0.621
"4","ENSG00000019144","hurdle",3.05576554786732e-104,-0.8680486,-0.04225769,0.82579091,0.62
"76","ENSG00000114993","hurdle",2.39621055890621e-212,-2.513972,-1.062306,1.451666,0.619
"129","ENSG00000146966","hurdle",2.89971332963873e-97,-0.5417956,0.1589766,0.7007722,0.618
"197","ENSG00000173193","hurdle",1.27216261534972e-178,-2.164927,-0.900861,1.264066,0.614
"189","ENSG00000170802","hurdle",3.35755008836746e-83,-0.526274,0.2449498,0.7712238,0.614
"179","ENSG00000166348","hurdle",7.59440237190106e-72,0.5021911,1.1225532,0.6203621,0.614
"130","ENSG00000147588","hurdle",2.26385367361427e-141,-1.9118121,-0.6644531,1.247359,0.613
"223","ENSG00000185650","hurdle",2.19354347050144e-148,-1.5128915,-0.6822424,0.8306491,0.612
"62","ENSG00000110092","hurdle",6.71106277470162e-203,-2.4665332,-0.8829219,1.5836113,0.612
"94","ENSG00000130413","hurdle",6.09421309011865e-105,-0.3146315,0.289439,0.6040705,0.609
"237","ENSG00000198373","hurdle",8.5831369548042e-72,-0.2452562,0.4395546,0.6848108,0.608
"21","ENSG00000065361","hurdle",3.25874505505303e-134,-1.7884632,-0.7197171,1.0687461,0.608
"195","ENSG00000172340","hurdle",4.05222754940537e-102,-1.3768287,-0.3768765,0.9999522,0.607
"14","ENSG00000056487","hurdle",6.26621538587697e-116,-1.403118,-0.5305973,0.8725207,0.606
"196","ENSG00000172380","hurdle",7.1285220107178e-137,-1.4549278,-0.6180602,0.8368676,0.605
"212","ENSG00000181449","hurdle",4.21373197200288e-108,-1.6587834,-0.7481638,0.9106196,0.603
"251","ENSG00000239381","hurdle",4.61897214755636e-98,-1.567151,-0.489299,1.077852,0.597
"75","ENSG00000114698","hurdle",2.11695843981377e-142,-2.094621,-0.9866759,1.1079451,0.597
"256","ENSG00000253807","hurdle",4.83719572092488e-84,-0.5828717,0.2784447,0.8613164,0.594
"6","ENSG00000030419","hurdle",2.94626630418783e-62,-0.78799237,-0.08579058,0.70220179,0.593
"205","ENSG00000178075","hurdle",2.60391028547828e-86,-1.2222345,-0.5686941,0.6535404,0.592
"150","ENSG00000154274","hurdle",5.20852345902961e-142,-2.3778808,-0.9793264,1.3985544,0.591
"262","ENSG00000262223","hurdle",5.16080354811558e-99,-1.7407997,-0.8490384,0.8917613,0.59
"180","ENSG00000166387","hurdle",1.34023462145382e-67,-1.2997407,-0.5241663,0.7755744,0.588
"73","ENSG00000113916","hurdle",4.18271632996593e-64,-1.0597023,-0.2779847,0.7817176,0.588
"118","ENSG00000139292","hurdle",3.60821153456559e-107,-1.7361189,-0.9289026,0.8072163,0.586
"120","ENSG00000140455","hurdle",2.2739173912122e-59,-1.0662828,-0.3855937,0.6806891,0.585
"241","ENSG00000203876","hurdle",9.08890285671029e-80,-1.4310367,-0.6422304,0.7888063,0.584
"43","ENSG00000101265","hurdle",1.02513905865153e-81,-1.8480096,-0.9603912,0.8876184,0.584
"177","ENSG00000166016","hurdle",4.54757790221622e-66,-1.2087738,-0.3749465,0.8338273,0.583
"175","ENSG00000165478","hurdle",1.11314233564051e-83,-1.6439009,-0.9734737,0.6704272,0.583
"87","ENSG00000122863","hurdle",2.84827916781306e-125,-2.54917,-1.367252,1.181918,0.583
"242","ENSG00000204580","hurdle",1.75803997781592e-89,-2.158886,-1.166953,0.991933,0.582
"254","ENSG00000243069","hurdle",8.00622617312844e-79,-1.2966814,-0.7209423,0.5757391,0.579
"217","ENSG00000182158","hurdle",1.82671981483696e-51,-1.1962257,-0.5457155,0.6505102,0.579
"146","ENSG00000152518","hurdle",2.07240044265177e-93,-2.13416,-1.155312,0.978848,0.579
"225","ENSG00000186340","hurdle",1.26079924921422e-95,-2.40146,-1.384623,1.016837,0.576
"71","ENSG00000112773","hurdle",2.04663662828665e-117,-2.2425889,-0.9763971,1.2661918,0.576
"64","ENSG00000111077","hurdle",1.48577609670927e-73,-2.117295,-1.219668,0.897627,0.576
"263","ENSG00000265972","hurdle",1.26667556276739e-92,-2.122587,-1.329384,0.793203,0.574
"252","ENSG00000241316","hurdle",7.08322563805848e-51,-1.1141231,-0.4675416,0.6465815,0.573
"47","ENSG00000102760","hurdle",1.21466625972655e-59,-1.705669,-1.005962,0.699707,0.573
"167","ENSG00000163638","hurdle",1.69814879791361e-83,-1.76984,-1.079491,0.690349,0.572
"69","ENSG00000112715","hurdle",1.37843115915157e-68,-1.6865443,-0.6562259,1.0303184,0.572
"124","ENSG00000144908","hurdle",4.69263659856228e-98,-2.176726,-1.404172,0.772554,0.571
"126","ENSG00000146005","hurdle",2.74570109966151e-45,-1.3292984,-0.8016031,0.5276953,0.57
"31","ENSG00000084636","hurdle",3.07319995905299e-44,-1.4519559,-0.8251258,0.6268301,0.57
"134","ENSG00000148411","hurdle",5.10277270615351e-42,-1.2804524,-0.7556779,0.5247745,0.569
"58","ENSG00000105939","hurdle",1.45380436959097e-79,-2.308191,-1.376877,0.931314,0.569
"46","ENSG00000101605","hurdle",5.65690427382388e-62,-1.989036,-1.098474,0.890562,0.568
"264","ENSG00000266714","hurdle",1.84335391885808e-56,-2.048562,-1.256505,0.792057,0.566
"226","ENSG00000186951","hurdle",2.69762445769646e-55,-1.86903,-1.185439,0.683591,0.566
"204","ENSG00000177807","hurdle",1.05489071716543e-50,-1.871546,-1.228354,0.643192,0.563
"133","ENSG00000148400","hurdle",1.72948017333421e-63,-2.278223,-1.46446,0.813763,0.563
"106","ENSG00000134716","hurdle",8.91951121183171e-74,-2.442882,-1.59766,0.845222,0.562
"222","ENSG00000185432","hurdle",6.90785098245335e-57,-2.298262,-1.546802,0.75146,0.56
"41","ENSG00000100842","hurdle",1.12087435859395e-80,-2.687593,-1.756934,0.930659,0.56
"110","ENSG00000136160","hurdle",2.55410844535067e-72,-2.327856,-1.599913,0.727943,0.559
"10","ENSG00000047617","hurdle",4.16980945434032e-78,-1.945568,-1.408113,0.537455,0.558
"246","ENSG00000215244","hurdle",1.15802537157246e-59,-2.062867,-1.431993,0.630874,0.557
"65","ENSG00000111846","hurdle",2.46182423150163e-72,-2.45851,-1.636439,0.822071,0.557
"260","ENSG00000259124","hurdle",2.05537760928823e-29,-1.403328,-0.8159324,0.5873956,0.551
"166","ENSG00000163565","hurdle",1.2277906730348e-47,-2.357527,-1.643391,0.714136,0.55
"108","ENSG00000135899","hurdle",1.20275616205018e-45,-2.447351,-1.712388,0.734963,0.548
"250","ENSG00000231252","hurdle",2.60843807110059e-44,-1.950982,-1.263629,0.687353,0.546
"144","ENSG00000152284","hurdle",9.63603655058641e-28,-1.742304,-1.152003,0.590301,0.544
"215","ENSG00000181826","hurdle",1.01500899392759e-32,-2.190796,-1.634129,0.556667,0.542
"3","ENSG00000010278","hurdle",1.51204874053751e-27,-2.10267,-1.590924,0.511746,0.541
"54","ENSG00000105483","hurdle",1.99261039273886e-24,-2.17553,-1.671543,0.503987,0.54
"231","ENSG00000187773","hurdle",5.67782692843742e-36,-2.643429,-2.008952,0.634477,0.538
"117","ENSG00000138496","hurdle",4.23534644894663e-39,-2.704746,-2.066973,0.637773,0.536
"52","ENSG00000104313","hurdle",1.99366382211723e-22,-1.6959465,-0.9985135,0.697433,0.533
"30","ENSG00000084093","hurdle",5.67901577456793e-22,-2.565059,-2.020974,0.544085,0.53
"181","ENSG00000167995","hurdle",3.33214852455007e-20,-2.579067,-2.060754,0.518313,0.529
