"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.EndoMural","log2fold_change","Auc"
"314","ENSG00000183722","hurdle",6.71968764046883e-280,1.752904,2.887697,1.134793,0.712
"303","ENSG00000178878","hurdle",0,-2.078469,1.36624,3.444709,0.712
"240","ENSG00000157554","hurdle",0,-2.1961647,0.7962092,2.9923739,0.712
"212","ENSG00000148488","hurdle",0,-2.19288,1.083389,3.276269,0.71
"75","ENSG00000103257","hurdle",0,-0.8214613,2.0928742,2.9143355,0.709
"6","ENSG00000010379","hurdle",0,-2.4798783,0.6623101,3.1421884,0.709
"145","ENSG00000128567","hurdle",0,-1.7846936,0.9585093,2.7432029,0.708
"102","ENSG00000113140","hurdle",0,-1.939069,0.3783058,2.3173748,0.708
"17","ENSG00000046889","hurdle",5.60129584268344e-317,0.07726945,1.27521708,1.19794763,0.708
"288","ENSG00000172164","hurdle",0,-2.1765705,0.6228956,2.7994661,0.707
"146","ENSG00000128641","hurdle",0,-0.3406844,1.5361452,1.8768296,0.707
"114","ENSG00000116117","hurdle",0,-0.196591,1.069752,1.266343,0.706
"85","ENSG00000106991","hurdle",0,-2.911815,0.280926,3.192741,0.706
"182","ENSG00000138119","hurdle",0,-2.6872531,0.05878132,2.74603442,0.702
"2","ENSG00000003402","hurdle",0,-1.1187007,0.7587517,1.8774524,0.701
"324","ENSG00000187720","hurdle",0,-0.08445814,2.34616293,2.43062107,0.7
"299","ENSG00000176641","hurdle",0,-1.319737,1.252377,2.572114,0.7
"229","ENSG00000152977","hurdle",0,-1.923562,0.3710838,2.2946458,0.7
"209","ENSG00000148175","hurdle",0,-2.3803624,0.2609707,2.6413331,0.7
"245","ENSG00000160801","hurdle",0,-2.7787545,0.2344954,3.0132499,0.699
"258","ENSG00000164035","hurdle",0,-2.7321019,0.5128264,3.2449283,0.698
"217","ENSG00000150760","hurdle",1.89642970298026e-283,-0.02028493,1.24872287,1.2690078,0.698
"37","ENSG00000076067","hurdle",0,-1.6627303,0.5571396,2.2198699,0.698
"55","ENSG00000090376","hurdle",0,-2.6862265,0.5930551,3.2792816,0.697
"322","ENSG00000185633","hurdle",0,-2.767311,0.2396028,3.0069138,0.693
"274","ENSG00000168389","hurdle",0,-2.6992842,0.6555323,3.3548165,0.693
"148","ENSG00000129422","hurdle",1.6352406460671e-271,0.2815609,1.6962044,1.4146435,0.693
"180","ENSG00000137959","hurdle",0,-3.0015421,0.1741252,3.1756673,0.692
"127","ENSG00000122786","hurdle",3.74062341293622e-309,0.803744,2.218905,1.415161,0.691
"140","ENSG00000126785","hurdle",0,-1.5857333,0.6062962,2.1920295,0.69
"331","ENSG00000196660","hurdle",0,-2.0660643,0.6610417,2.727106,0.689
"41","ENSG00000078596","hurdle",0,-2.5162065,0.4564248,2.9726313,0.689
"309","ENSG00000181826","hurdle",0,-2.36851207,-0.07290972,2.29560235,0.688
"161","ENSG00000133106","hurdle",0,-2.7322785,0.1729391,2.9052176,0.688
"51","ENSG00000084453","hurdle",0,-1.115358,1.273281,2.388639,0.688
"295","ENSG00000173848","hurdle",0,-1.757574,0.7701699,2.5277439,0.687
"193","ENSG00000140836","hurdle",1.02132586028333e-210,1.09651,2.114504,1.017994,0.687
"138","ENSG00000125772","hurdle",0,0.1295578,2.4964326,2.3668748,0.687
"353","ENSG00000261371","hurdle",0,-2.3993033,0.2842253,2.6835286,0.686
"100","ENSG00000112769","hurdle",1.92696909648499e-307,-0.9936892,0.6673726,1.6610618,0.686
"276","ENSG00000168918","hurdle",0,-1.7018754,0.9073632,2.6092386,0.683
"143","ENSG00000127528","hurdle",0,-2.95567191,0.09367363,3.04934554,0.683
"177","ENSG00000137693","hurdle",0,-2.18415886,-0.08421008,2.09994878,0.682
"279","ENSG00000169507","hurdle",2.8688741519171e-280,-0.09350275,1.54648594,1.63998869,0.681
"139","ENSG00000125968","hurdle",0,-2.977482563,0.008469401,2.985951964,0.681
"248","ENSG00000162618","hurdle",0,-1.9825145,0.3601826,2.3426971,0.679
"214","ENSG00000148655","hurdle",1.38678742097116e-236,0.8491332,1.920197,1.0710638,0.679
"81","ENSG00000105894","hurdle",1.15546668383937e-309,0.03693904,1.62946066,1.59252162,0.679
"56","ENSG00000091409","hurdle",0,-1.8514024,0.7097017,2.5611041,0.679
"278","ENSG00000169504","hurdle",3.44787291578435e-311,-1.2639807,0.5268211,1.7908018,0.678
"63","ENSG00000100234","hurdle",2.70835146684652e-224,0.05771758,1.51172443,1.45400685,0.678
"16","ENSG00000031081","hurdle",0,-1.6029047,0.4781948,2.0810995,0.678
"166","ENSG00000135363","hurdle",0,-2.63580688,-0.07713699,2.55866989,0.677
"336","ENSG00000204525","hurdle",0,-2.24068442,0.01774849,2.25843291,0.676
"323","ENSG00000185650","hurdle",0,-1.58310353,0.02104804,1.60415157,0.676
"115","ENSG00000116962","hurdle",0,-2.774748,-0.1121313,2.6626167,0.676
"202","ENSG00000145555","hurdle",0,-1.108236,1.209927,2.318163,0.675
"275","ENSG00000168497","hurdle",0,-3.18440041,-0.05960451,3.1247959,0.674
"215","ENSG00000148671","hurdle",0,-2.8825168,-0.1787052,2.7038116,0.674
"186","ENSG00000138741","hurdle",0,-1.359756,0.7536037,2.1133597,0.674
"335","ENSG00000198771","hurdle",0,-1.7868926909,-0.0008697584,1.7860229325,0.673
"320","ENSG00000184384","hurdle",1.30162693721261e-190,0.8673103,1.7473022,0.8799919,0.67
"312","ENSG00000182871","hurdle",0,-1.953715,-0.100611,1.853104,0.67
"204","ENSG00000146648","hurdle",1.35485047140853e-259,-0.495828,0.6940768,1.1899048,0.668
"200","ENSG00000144824","hurdle",3.79487794453451e-315,-0.3850049,0.4829883,0.8679932,0.668
"117","ENSG00000117318","hurdle",0,-2.9396805,-0.2936967,2.6459838,0.668
"42","ENSG00000079215","hurdle",3.91563071924027e-185,0.7325849,1.4811447,0.7485598,0.668
"32","ENSG00000071205","hurdle",1.06756470119077e-205,0.1094261,1.331049,1.2216229,0.667
"175","ENSG00000137393","hurdle",0,-2.1900887,0.4133812,2.6034699,0.666
"216","ENSG00000150457","hurdle",0,-2.5750052,-0.2733446,2.3016606,0.665
"206","ENSG00000147065","hurdle",0,-2.4769165,-0.2000596,2.2768569,0.665
"308","ENSG00000181722","hurdle",4.90532038867515e-155,2.290991,2.89886,0.607869,0.664
"301","ENSG00000177469","hurdle",0,-2.9258825,-0.4585373,2.4673452,0.664
"192","ENSG00000140807","hurdle",0,-1.6613007,0.3141217,1.9754224,0.664
"237","ENSG00000157103","hurdle",2.09482884221976e-240,1.044199,2.424251,1.380052,0.663
"128","ENSG00000122862","hurdle",0,-2.696697661,0.001804748,2.698502409,0.663
"19","ENSG00000047648","hurdle",2.34400644339422e-266,-1.0472703,0.5671058,1.6143761,0.661
"339","ENSG00000206503","hurdle",0,-2.0686259,-0.02516608,2.04345982,0.66
"298","ENSG00000176105","hurdle",0,-2.1689023,0.1580301,2.3269324,0.66
"207","ENSG00000147113","hurdle",0,-2.85630118,-0.04711176,2.80918942,0.66
"68","ENSG00000101335","hurdle",0,-3.113229,-0.250886,2.862343,0.66
"184","ENSG00000138193","hurdle",1.94983705092067e-250,-1.0352931,0.5996908,1.6349839,0.659
"133","ENSG00000124570","hurdle",0,-1.23142,0.450074,1.681494,0.659
"65","ENSG00000100345","hurdle",6.44174616891505e-177,-0.1590179,0.9429375,1.1019554,0.659
"289","ENSG00000172270","hurdle",8.31135344695206e-298,0.2473372,1.7158842,1.468547,0.656
"95","ENSG00000111077","hurdle",0,-2.215905,-0.335283,1.880622,0.656
"219","ENSG00000151012","hurdle",1.38480482721451e-261,-1.2836428,0.2951685,1.5788113,0.654
"260","ENSG00000164181","hurdle",0,-0.5037942,1.5606129,2.0644071,0.653
"300","ENSG00000177425","hurdle",0,-1.8326343,-0.2717288,1.5609055,0.652
"125","ENSG00000120690","hurdle",8.13818792216984e-230,-1.327386,0.2327888,1.5601748,0.651
"91","ENSG00000110090","hurdle",7.12379013622784e-252,-1.7584728,-0.2178403,1.5406325,0.65
"226","ENSG00000152558","hurdle",3.15853944090903e-316,-1.7333384,0.1711581,1.9044965,0.648
"160","ENSG00000132669","hurdle",1.23686802466345e-170,-0.1466098,1.1939362,1.340546,0.648
"156","ENSG00000131386","hurdle",0,-1.60549,0.4238892,2.0293792,0.648
"107","ENSG00000114315","hurdle",0,-2.4243328,0.2897073,2.7140401,0.648
"25","ENSG00000060138","hurdle",0,-2.6927406,-0.3591058,2.3336348,0.648
"282","ENSG00000170293","hurdle",1.5836192673073e-275,-1.443213,0.430356,1.873569,0.647
"35","ENSG00000073849","hurdle",3.65599908752985e-180,0.5366118,2.0051243,1.4685125,0.646
"332","ENSG00000197321","hurdle",2.65377191146637e-159,-0.4493687,0.6627327,1.1121014,0.645
"356","ENSG00000276644","hurdle",1.16979971100741e-146,0.9467864,1.64323,0.6964436,0.642
"179","ENSG00000137834","hurdle",0,-3.06951797,-0.01364181,3.05587616,0.642
"321","ENSG00000185551","hurdle",8.85018629669156e-288,-0.85197784,-0.02857317,0.82340467,0.641
"224","ENSG00000152284","hurdle",3.60575538954025e-256,-1.8392752,-0.1143016,1.7249736,0.641
"110","ENSG00000115183","hurdle",1.3806181475179e-150,-0.3899758,0.7807199,1.1706957,0.64
"64","ENSG00000100311","hurdle",0,-2.2064304,-0.1487369,2.0576935,0.64
"150","ENSG00000129595","hurdle",1.1496509173457e-160,-0.1743497,0.6903513,0.864701,0.639
"44","ENSG00000079335","hurdle",8.51469570852348e-245,-1.5879685,-0.1398665,1.448102,0.639
"235","ENSG00000154856","hurdle",3.28698175548689e-246,-1.9413125,-0.2232956,1.7180169,0.638
"123","ENSG00000120129","hurdle",7.00392515393602e-298,-1.6550104,0.4709745,2.1259849,0.638
"230","ENSG00000153162","hurdle",4.59221163427598e-269,-1.8138269,0.3221689,2.1359958,0.637
"210","ENSG00000148400","hurdle",2.55570169338958e-310,-2.3748385,-0.5505626,1.8242759,0.637
"124","ENSG00000120278","hurdle",1.43965004221213e-222,-0.2240764,1.6194821,1.8435585,0.637
"325","ENSG00000188290","hurdle",8.41722519018287e-281,-1.4054849,0.1073976,1.5128825,0.636
"291","ENSG00000172889","hurdle",1.59492175437455e-186,-1.0685144,0.2902543,1.3587687,0.636
"286","ENSG00000171444","hurdle",8.97036273383633e-134,0.08655905,0.97527625,0.8887172,0.636
"82","ENSG00000105939","hurdle",1.19285249008282e-312,-2.4044997,-0.5253146,1.8791851,0.636
"48","ENSG00000082781","hurdle",2.79778975903815e-233,-1.9086189,-0.3746309,1.533988,0.636
"185","ENSG00000138496","hurdle",0,-2.8599621,-0.6806694,2.1792927,0.635
"69","ENSG00000101849","hurdle",8.18635751021505e-142,-0.5461209,0.4642029,1.0103238,0.635
"21","ENSG00000053747","hurdle",2.42292700267081e-281,-1.9009569,0.2626442,2.1636011,0.635
"281","ENSG00000169871","hurdle",0,-2.6787205,-0.7033605,1.97536,0.634
"264","ENSG00000165757","hurdle",1.93495874314866e-136,-0.06156462,0.94641245,1.00797707,0.634
"253","ENSG00000163110","hurdle",4.9294786614488e-147,-0.3503411,0.5319186,0.8822597,0.634
"134","ENSG00000124782","hurdle",3.78311362536091e-212,-1.7427348,-0.3060472,1.4366876,0.632
"101","ENSG00000112902","hurdle",5.12992989430788e-147,0.3339635,0.8528564,0.5188929,0.632
"277","ENSG00000169129","hurdle",2.38376242900209e-167,-1.4117638,-0.1157504,1.2960134,0.629
"103","ENSG00000113361","hurdle",3.37929782754542e-138,-0.1356791,0.8187565,0.9544356,0.629
"86","ENSG00000107317","hurdle",7.61957363097708e-106,0.5570395,1.4892676,0.9322281,0.629
"57","ENSG00000091436","hurdle",1.16481907086047e-143,-0.8524576,0.168185,1.0206426,0.629
"29","ENSG00000069431","hurdle",2.90419536729686e-222,-1.847667,-0.142079,1.705588,0.629
"251","ENSG00000162946","hurdle",3.44471354792492e-131,0.02581013,0.7717377,0.74592757,0.628
"285","ENSG00000171408","hurdle",5.19233981191436e-104,1.409363,2.260259,0.850896,0.627
"244","ENSG00000159388","hurdle",3.30462214999471e-259,-1.827815,0.3455182,2.1733332,0.627
"188","ENSG00000139514","hurdle",0,-0.4959779,1.4336529,1.9296308,0.627
"109","ENSG00000114698","hurdle",8.37367571733114e-242,-2.144846,-0.558421,1.586425,0.627
"66","ENSG00000100906","hurdle",0,-1.980206,-0.1524491,1.8277569,0.626
"153","ENSG00000130147","hurdle",4.34972994665255e-263,-2.1460216,-0.2978018,1.8482198,0.625
"203","ENSG00000146122","hurdle",6.69269444752516e-128,-0.1741098,0.5832671,0.7573769,0.624
"142","ENSG00000127329","hurdle",3.38172333413454e-136,0.345889,1.588236,1.242347,0.622
"233","ENSG00000154330","hurdle",0,-2.6690544,-0.4285218,2.2405326,0.621
"218","ENSG00000150938","hurdle",2.61548650930271e-98,0.854243,1.892722,1.038479,0.62
"1","ENSG00000002586","hurdle",1.65630971592601e-288,-2.71281,-1.00241,1.7104,0.62
"7","ENSG00000011028","hurdle",2.17444581721916e-232,-2.3696103,-0.7816837,1.5879266,0.619
"151","ENSG00000129657","hurdle",9.49956873707346e-133,0.1508493,1.341644,1.1907947,0.618
"256","ENSG00000163565","hurdle",2.32120237787644e-231,-2.4342089,-0.8319936,1.6022153,0.617
"270","ENSG00000167601","hurdle",2.32100645717149e-265,-2.5864514,-0.7909118,1.7955396,0.616
"141","ENSG00000126878","hurdle",5.12194943834114e-251,-2.3967821,-0.6871162,1.7096659,0.616
"132","ENSG00000124440","hurdle",1.45316786895124e-176,-1.4771384,-0.2855214,1.191617,0.616
"304","ENSG00000179241","hurdle",8.64203221958196e-91,0.2450519,0.9660614,0.7210095,0.615
"280","ENSG00000169715","hurdle",2.74277286363674e-268,-2.5597267,-0.7725143,1.7872124,0.612
"168","ENSG00000135678","hurdle",1.8815062845333e-197,-1.731925375,0.009134177,1.741059552,0.612
"116","ENSG00000117298","hurdle",6.03427057157626e-90,-0.133258,0.4939532,0.6272112,0.612
"290","ENSG00000172340","hurdle",1.39867614612739e-124,-1.3936368,-0.2453256,1.1483112,0.61
"157","ENSG00000131724","hurdle",3.04909754693623e-283,-2.778755,-1.032193,1.746562,0.61
"144","ENSG00000127946","hurdle",2.91704010029398e-82,0.202454,0.8289584,0.6265044,0.61
"296","ENSG00000175029","hurdle",2.73551931482254e-71,0.4200181,1.0463021,0.626284,0.607
"183","ENSG00000138185","hurdle",1.06236816786155e-165,-1.9209433,-0.3694373,1.551506,0.607
"173","ENSG00000137076","hurdle",1.04879461365484e-166,-1.414382,-0.254073,1.160309,0.607
"126","ENSG00000120896","hurdle",3.16289514674521e-207,-2.4068935,-0.9407693,1.4661242,0.606
"90","ENSG00000107738","hurdle",1.04705556461871e-283,-2.83396,-0.9824497,1.8515103,0.606
"242","ENSG00000158195","hurdle",6.10493530398963e-91,-0.5250891,0.300066,0.8251551,0.605
"15","ENSG00000028137","hurdle",2.8186489991433e-312,-2.887818,-1.232932,1.654886,0.604
"315","ENSG00000183943","hurdle",1.05301949530736e-177,-2.2858441,-0.8142437,1.4716004,0.603
"80","ENSG00000105854","hurdle",8.85024492506275e-114,-1.5374939,-0.4603767,1.0771172,0.602
"45","ENSG00000080200","hurdle",7.8337901341082e-96,-0.8742123,-0.1465142,0.7276981,0.602
"231","ENSG00000153179","hurdle",4.16511198316773e-114,-1.3855603,-0.2397865,1.1457738,0.6
"205","ENSG00000146966","hurdle",1.41429482630504e-91,-0.5606279,0.3757307,0.9363586,0.6
"92","ENSG00000110092","hurdle",1.25208324967603e-186,-2.4664509,-0.9837718,1.4826791,0.6
"73","ENSG00000102760","hurdle",2.0027594567793e-145,-1.7580233,-0.4079651,1.3500582,0.6
"345","ENSG00000233927","hurdle",2.72091781831606e-85,0.5236197,1.3329087,0.809289,0.599
"306","ENSG00000179604","hurdle",4.42002955978085e-154,-2.1286022,-0.9254444,1.2031578,0.599
"259","ENSG00000164111","hurdle",6.71169316314573e-110,-1.6711686,-0.6710528,1.0001158,0.599
"246","ENSG00000160888","hurdle",5.32154701776911e-253,-1.967575,-0.2855214,1.6820536,0.598
"249","ENSG00000162733","hurdle",1.36913720940326e-124,-1.724178,-0.755477,0.968701,0.597
"31","ENSG00000069869","hurdle",8.88548866737553e-142,-2.0299112,-0.6689244,1.3609868,0.597
"5","ENSG00000010278","hurdle",1.07153247154201e-137,-2.150498,-0.962762,1.187736,0.597
"343","ENSG00000231607","hurdle",4.46353067854454e-58,1.059606,1.572356,0.51275,0.596
"273","ENSG00000168309","hurdle",9.26955708998679e-112,-1.5593351,-0.4186538,1.1406813,0.596
"250","ENSG00000162804","hurdle",1.68599258289225e-67,0.5956058,1.2006448,0.605039,0.596
"223","ENSG00000152104","hurdle",4.47462594516958e-75,-0.3596878,0.3622654,0.7219532,0.596
"120","ENSG00000118257","hurdle",1.98831821926998e-78,-0.562589,0.2173386,0.7799276,0.596
"197","ENSG00000143772","hurdle",5.08506528884933e-87,-1.02991122,0.05234559,1.08225681,0.594
"165","ENSG00000135048","hurdle",6.94226683322625e-73,0.01976777,0.93386326,0.91409549,0.594
"62","ENSG00000100097","hurdle",7.26771287842219e-74,-1.0441982,-0.3052205,0.7389777,0.593
"34","ENSG00000072274","hurdle",3.33456601911697e-123,-0.1101281,1.0553418,1.1654699,0.593
"247","ENSG00000161791","hurdle",8.83186834834052e-70,-0.640356,0.2156116,0.8559676,0.592
"239","ENSG00000157483","hurdle",2.0749308682599e-82,-0.6040756,0.5328435,1.1369191,0.592
"79","ENSG00000105483","hurdle",2.26736402000574e-178,-2.2388017,-0.8791922,1.3596095,0.592
"30","ENSG00000069702","hurdle",2.1969253240193e-107,-1.6329194,-0.3920792,1.2408402,0.592
"60","ENSG00000096060","hurdle",1.93105214007564e-79,-0.8594799,-0.1317829,0.727697,0.59
"220","ENSG00000151414","hurdle",5.05402632099362e-60,-0.5530053,0.1514211,0.7044264,0.589
"236","ENSG00000155324","hurdle",1.14396808435711e-64,-0.44936873,0.06901914,0.51838787,0.588
"40","ENSG00000077942","hurdle",1.07218603752589e-236,-2.894718,-1.065402,1.829316,0.587
"287","ENSG00000172159","hurdle",4.41785556690705e-55,0.5943391,1.3809534,0.7866143,0.586
"211","ENSG00000148429","hurdle",1.64252536096568e-70,-0.2925984,0.612434,0.9050324,0.586
"99","ENSG00000112576","hurdle",3.64218807723873e-56,-0.3116343,0.4038075,0.7154418,0.586
"74","ENSG00000102935","hurdle",1.75362534031219e-68,-0.8756743,-0.08847064,0.78720366,0.586
"172","ENSG00000136205","hurdle",2.36997795425414e-91,-1.3235234,-0.6394527,0.6840707,0.585
"38","ENSG00000076555","hurdle",2.05303102610095e-75,-1.284031,-0.5862673,0.6977637,0.584
"316","ENSG00000184005","hurdle",1.01110843616385e-143,1.66417,2.761802,1.097632,0.583
"191","ENSG00000140545","hurdle",2.95443527221323e-91,-1.7351951,-0.9292604,0.8059347,0.583
"149","ENSG00000129538","hurdle",1.73233227558292e-129,-2.260666,-0.947203,1.313463,0.583
"112","ENSG00000115468","hurdle",1.0523748334156e-73,-1.374494,-0.641538,0.732956,0.583
"54","ENSG00000086062","hurdle",9.08499325203019e-135,-2.2030004,-0.8048656,1.3981348,0.583
"310","ENSG00000182185","hurdle",3.85179045106437e-53,0.1278321,0.8756361,0.747804,0.581
"163","ENSG00000133789","hurdle",6.7885070301645e-60,-0.9681467,-0.2863368,0.6818099,0.581
"58","ENSG00000091592","hurdle",6.19010634109404e-140,-2.448788,-1.119596,1.329192,0.581
"355","ENSG00000266714","hurdle",5.66450190880123e-94,-2.068849,-1.041801,1.027048,0.58
"268","ENSG00000166979","hurdle",4.01306442284644e-48,0.005463856,0.659772156,0.6543083,0.58
"302","ENSG00000177954","hurdle",3.17995456254094e-60,-0.2499452,0.469043,0.7189882,0.578
"199","ENSG00000143842","hurdle",3.31008287940336e-112,-2.342267,-1.134203,1.208064,0.578
"77","ENSG00000104267","hurdle",9.86411480171619e-72,-1.4998056,-0.5515426,0.948263,0.578
"23","ENSG00000057704","hurdle",2.59830665744275e-80,-1.251083,-0.130318,1.120765,0.578
"313","ENSG00000183255","hurdle",3.00224804262686e-92,-1.1940352,-0.2765817,0.9174535,0.577
"158","ENSG00000132475","hurdle",3.82640488487554e-45,0.2402004,0.8149597,0.5747593,0.577
"39","ENSG00000076706","hurdle",2.60469458632024e-138,-2.1499082,-0.7645385,1.3853697,0.576
"169","ENSG00000135899","hurdle",1.0549835900624e-116,-2.486118,-1.267939,1.218179,0.575
"329","ENSG00000196159","hurdle",9.07363975427153e-77,-1.7214592,-0.7851373,0.9363219,0.573
"190","ENSG00000140455","hurdle",1.61561673192295e-49,-1.070578,-0.3728976,0.6976804,0.573
"208","ENSG00000147403","hurdle",6.40325804504296e-42,0.2325307,0.7992872,0.5667565,0.572
"98","ENSG00000112033","hurdle",3.08470094705052e-73,-0.3667977,0.5170391,0.8838368,0.571
"263","ENSG00000165029","hurdle",8.57448817346939e-51,-1.236671,-0.5330362,0.7036348,0.57
"94","ENSG00000111058","hurdle",2.3511043242463e-49,-1.2230835,-0.5466494,0.6764341,0.57
"50","ENSG00000084207","hurdle",1.26346546781866e-68,-1.57279,-0.7577371,0.8150529,0.57
"171","ENSG00000136111","hurdle",7.83525799440908e-39,0.8955683,1.6006394,0.7050711,0.569
"340","ENSG00000213064","hurdle",2.65523394753751e-94,-2.477212,-1.418922,1.05829,0.568
"317","ENSG00000184060","hurdle",3.93957341322084e-86,-2.340112,-1.317087,1.023025,0.568
"129","ENSG00000123094","hurdle",5.38999425196158e-41,-0.397027,0.3076515,0.7046785,0.568
"284","ENSG00000171223","hurdle",9.38119488218697e-115,-1.6237182,-0.3160043,1.3077139,0.567
"201","ENSG00000145390","hurdle",4.75973530596742e-35,-0.2126374,0.4253841,0.6380215,0.565
"108","ENSG00000114353","hurdle",1.57310403686479e-48,-0.6696038,-0.01566883,0.65393497,0.565
"97","ENSG00000111846","hurdle",1.14594265879787e-94,-2.487309,-1.3288,1.158509,0.565
"351","ENSG00000250722","hurdle",1.9221542851651e-55,-1.7090688,-0.9758572,0.7332116,0.564
"131","ENSG00000123358","hurdle",3.90852163389702e-56,-0.6401075,0.351297,0.9914045,0.562
"71","ENSG00000102699","hurdle",9.68853574068439e-63,-2.172132,-1.302166,0.869966,0.562
"70","ENSG00000102362","hurdle",1.99793431771411e-110,-2.6936,-1.649175,1.044425,0.562
