"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Micro","log2fold_change","Auc"
"96","ENSG00000178573","hurdle",0,-1.5244145,0.5432748,2.0676893,0.751
"2","ENSG00000019582","hurdle",0,-2.8747392,0.2956294,3.1703686,0.749
"106","ENSG00000196782","hurdle",8.43242044041345e-296,0.8000176,2.0208226,1.220805,0.746
"19","ENSG00000087253","hurdle",0,-1.793035,0.614456,2.407491,0.745
"76","ENSG00000163513","hurdle",0,-2.4475307,0.4119479,2.8594786,0.744
"98","ENSG00000181804","hurdle",4.11553234919517e-279,0.6609717,1.9916631,1.3306914,0.743
"95","ENSG00000175899","hurdle",0,-1.339514,0.607967,1.947481,0.743
"114","ENSG00000245532","hurdle",2.07562003834005e-240,1.948424,2.669981,0.721557,0.734
"70","ENSG00000153208","hurdle",0,-1.165163,0.934134,2.099297,0.733
"46","ENSG00000130066","hurdle",2.71974641179362e-284,0.07878977,1.67888832,1.60009855,0.73
"105","ENSG00000196218","hurdle",0,-1.1333083,0.6372304,1.7705387,0.725
"74","ENSG00000161791","hurdle",4.83223172282183e-294,-0.6803527,0.9579877,1.6383404,0.725
"68","ENSG00000152518","hurdle",0,-2.2809033,0.3225407,2.603444,0.725
"25","ENSG00000101463","hurdle",4.888278609137e-230,1.597417,2.844099,1.246682,0.725
"41","ENSG00000124126","hurdle",5.2312542614491e-260,-0.1789017,1.2152042,1.3941059,0.723
"61","ENSG00000140836","hurdle",3.80801598044528e-226,1.131398,1.721865,0.590467,0.722
"77","ENSG00000163565","hurdle",0,-2.5034108,-0.0153099,2.4881009,0.72
"87","ENSG00000170776","hurdle",2.06393989314783e-224,0.5372479,1.4938662,0.9566183,0.713
"57","ENSG00000138756","hurdle",4.33016353750253e-215,0.3531963,1.5831892,1.2299929,0.711
"7","ENSG00000053254","hurdle",2.14432527216491e-193,1.862515,2.822224,0.959709,0.709
"83","ENSG00000168461","hurdle",3.97921880633734e-253,-0.7621738,0.8044427,1.5666165,0.707
"20","ENSG00000090376","hurdle",0,-2.424189,-0.123059,2.30113,0.7
"58","ENSG00000139132","hurdle",5.3864183907952e-180,0.3886899,1.503433,1.1147431,0.695
"101","ENSG00000184005","hurdle",3.6250948048301e-167,1.681892,2.743139,1.061247,0.692
"91","ENSG00000173193","hurdle",0,-2.214571,-0.21734,1.997231,0.69
"18","ENSG00000082781","hurdle",1.7577857666427e-316,-1.9323665,0.1317577,2.0641242,0.688
"42","ENSG00000124782","hurdle",1.34722503007428e-278,-1.74674888,0.02066716,1.76741604,0.682
"45","ENSG00000128805","hurdle",1.19733738077907e-149,0.5553863,1.5481824,0.9927961,0.678
"89","ENSG00000171316","hurdle",5.48503906049331e-188,-0.5124553,0.52523,1.0376853,0.677
"113","ENSG00000227082","hurdle",2.27595298285821e-160,-0.1683102,0.9986928,1.167003,0.675
"51","ENSG00000135838","hurdle",5.12146888424267e-205,-1.1835066,0.3804512,1.5639578,0.672
"36","ENSG00000120690","hurdle",2.26055769419621e-188,-1.28388492,0.03832474,1.32220966,0.668
"79","ENSG00000166033","hurdle",1.44652631203215e-170,-0.9375766,0.3665396,1.3041162,0.666
"13","ENSG00000074706","hurdle",5.05110641392057e-130,1.461784,2.342702,0.880918,0.664
"6","ENSG00000047648","hurdle",3.63946541350332e-212,-0.9959233,0.2956294,1.2915527,0.664
"48","ENSG00000132669","hurdle",4.87878928913278e-158,-0.09584837,0.73142207,0.82727044,0.661
"39","ENSG00000123095","hurdle",2.44157773640208e-164,-0.9217932,0.3153168,1.23711,0.66
"94","ENSG00000173926","hurdle",8.6205171263765e-195,-1.3178435,0.2711965,1.58904,0.659
"37","ENSG00000122862","hurdle",0,-2.6824704,0.3138676,2.996338,0.658
"64","ENSG00000147251","hurdle",1.10667207507687e-187,-1.07795166,-0.02995574,1.04799592,0.653
"80","ENSG00000167601","hurdle",1.67904286336232e-279,-2.5624747,-0.6773872,1.8850875,0.648
"90","ENSG00000172340","hurdle",1.18551268467781e-139,-1.3800865,-0.1821531,1.1979334,0.64
"107","ENSG00000196935","hurdle",4.01344302188022e-100,-0.03173832,0.77367484,0.80541316,0.637
"32","ENSG00000117115","hurdle",3.93897134677926e-253,-1.6266249,0.6273473,2.2539722,0.635
"99","ENSG00000182185","hurdle",6.05169864831231e-85,0.1334086,0.9616939,0.8282853,0.629
"33","ENSG00000118785","hurdle",4.03437955654838e-233,-1.6173947,0.8630866,2.4804813,0.628
"72","ENSG00000158195","hurdle",6.52140494871325e-84,-0.5151595,0.3254202,0.8405797,0.624
"4","ENSG00000031081","hurdle",1.07543941336925e-147,-1.4770736,-0.4449626,1.032111,0.621
"31","ENSG00000115935","hurdle",2.05444177594531e-102,-1.1439647,-0.1279742,1.0159905,0.62
"65","ENSG00000148429","hurdle",1.31789651249909e-71,-0.2744557,0.5082243,0.78268,0.616
"93","ENSG00000173821","hurdle",2.1315684446614e-63,-0.1108817,0.4910158,0.6018975,0.614
"112","ENSG00000215244","hurdle",7.20353166659568e-146,-2.097598,-0.752822,1.344776,0.613
"22","ENSG00000096060","hurdle",4.40141650417307e-87,-0.85894735,0.04445419,0.90340154,0.613
"3","ENSG00000027075","hurdle",4.94959497431974e-122,-1.2844615,-0.3182158,0.9662457,0.611
"38","ENSG00000123094","hurdle",4.55039548375462e-75,-0.4033671,0.6020424,1.0054095,0.61
"47","ENSG00000132530","hurdle",3.12300335423481e-162,-2.303969,-1.065253,1.238716,0.604
"86","ENSG00000169756","hurdle",1.92294605400742e-55,-0.02910555,0.66818207,0.69728762,0.603
"50","ENSG00000135540","hurdle",4.2100927306441e-90,-0.7416642,0.08409827,0.82576247,0.603
"117","ENSG00000266714","hurdle",2.78810383683019e-102,-2.060367,-0.933779,1.126588,0.602
"1","ENSG00000003402","hurdle",1.15691284602295e-63,-1.0080929,-0.2131555,0.7949374,0.601
"30","ENSG00000115183","hurdle",1.22689791664682e-62,-0.3441347,0.2697023,0.613837,0.6
"108","ENSG00000197329","hurdle",1.78062559000701e-57,-0.61101682,0.07898867,0.69000549,0.599
"81","ENSG00000167693","hurdle",1.48718038159002e-65,-1.2796,-0.5947729,0.6848271,0.589
"110","ENSG00000204592","hurdle",4.64982360051315e-127,-2.123269,-1.368401,0.754868,0.586
"97","ENSG00000180573","hurdle",1.94377892802307e-104,-2.1198346,-0.6236388,1.4961958,0.585
"92","ENSG00000173436","hurdle",1.58480625089826e-42,-0.1216593,0.5592633,0.6809226,0.585
"8","ENSG00000057704","hurdle",2.29120745770337e-59,-1.208577,-0.6111969,0.5973801,0.583
"111","ENSG00000205336","hurdle",3.0374841358473e-56,-1.6621481,-0.9031221,0.759026,0.581
"23","ENSG00000099954","hurdle",3.29835727057307e-43,-0.9829194,-0.4709556,0.5119638,0.575
"24","ENSG00000101265","hurdle",1.29033030061604e-51,-1.8385959,-0.9953218,0.8432741,0.573
"73","ENSG00000159388","hurdle",1.6469619974028e-49,-1.6735987,-0.9286241,0.7449746,0.569
"69","ENSG00000152953","hurdle",1.54048627495496e-46,-1.663731,-1.117085,0.546646,0.555
"21","ENSG00000092820","hurdle",8.93368684240946e-30,-2.009067,-1.2458,0.763267,0.545
"104","ENSG00000189067","hurdle",3.74045641404511e-28,-2.271982,-1.55703,0.714952,0.543
"34","ENSG00000119508","hurdle",3.94047805844879e-55,-1.20687586,-0.08146597,1.12540989,0.506
