"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.EndoMural","log2fold_change","Auc"
"8","ENSG00000026025","hurdle",0,-2.6434244,0.5291404,3.1725648,0.745
"90","ENSG00000128849","hurdle",0,-2.222463,1.434148,3.656611,0.743
"16","ENSG00000067066","hurdle",0,-2.6326722,0.4436952,3.0763674,0.741
"5","ENSG00000018408","hurdle",0,-1.318213,1.59777,2.915983,0.741
"4","ENSG00000011465","hurdle",0,-2.4484981,0.6849529,3.133451,0.741
"209","ENSG00000196569","hurdle",0,1.752943,3.166108,1.413165,0.74
"186","ENSG00000173706","hurdle",0,-2.006872,1.144872,3.151744,0.736
"58","ENSG00000111181","hurdle",0,-2.9400884,0.7954387,3.7355271,0.733
"35","ENSG00000085563","hurdle",0,-0.3069915,3.0486401,3.3556316,0.733
"215","ENSG00000233237","hurdle",0,-0.7165165,1.3586967,2.0752132,0.732
"83","ENSG00000124942","hurdle",0,-2.3704346,0.3793346,2.7497692,0.731
"185","ENSG00000173638","hurdle",0,-1.973198,1.43909,3.412288,0.727
"107","ENSG00000137491","hurdle",0,-2.110472,1.079913,3.190385,0.727
"223","ENSG00000265972","hurdle",0,-2.400285,0.4781948,2.8784798,0.726
"184","ENSG00000173193","hurdle",0,-2.3902196,0.3956959,2.7859155,0.723
"165","ENSG00000165949","hurdle",0,-2.8091631,0.7223241,3.5314872,0.723
"217","ENSG00000234745","hurdle",0,-2.4591261,0.5165716,2.9756977,0.721
"84","ENSG00000125148","hurdle",0,-1.739271,1.192766,2.932037,0.719
"12","ENSG00000047617","hurdle",0,-2.446614,1.190424,3.637038,0.719
"71","ENSG00000117394","hurdle",0,-2.2469778,0.8973437,3.1443215,0.717
"162","ENSG00000164741","hurdle",0,1.899121,3.988319,2.089198,0.715
"164","ENSG00000165895","hurdle",0,-1.301152,1.120162,2.421314,0.713
"198","ENSG00000183722","hurdle",6.75662669966771e-280,1.752904,2.887697,1.134793,0.712
"191","ENSG00000178878","hurdle",0,-2.078469,1.36624,3.444709,0.712
"129","ENSG00000148488","hurdle",0,-2.19288,1.083389,3.276269,0.71
"47","ENSG00000103257","hurdle",0,-0.8214613,2.0928742,2.9143355,0.709
"61","ENSG00000113140","hurdle",0,-1.939069,0.3783058,2.3173748,0.708
"11","ENSG00000046889","hurdle",5.61078536154312e-317,0.07726945,1.27521708,1.19794763,0.708
"181","ENSG00000172164","hurdle",0,-2.1765705,0.6228956,2.7994661,0.707
"89","ENSG00000128641","hurdle",0,-0.3406844,1.5361452,1.8768296,0.707
"70","ENSG00000116117","hurdle",0,-0.196591,1.069752,1.266343,0.706
"1","ENSG00000003402","hurdle",0,-1.1187007,0.7587517,1.8774524,0.701
"205","ENSG00000187720","hurdle",0,-0.08445814,2.34616293,2.43062107,0.7
"189","ENSG00000176641","hurdle",0,-1.319737,1.252377,2.572114,0.7
"143","ENSG00000152977","hurdle",0,-1.923562,0.3710838,2.2946458,0.7
"132","ENSG00000150760","hurdle",1.90144399615935e-283,-0.02028493,1.24872287,1.2690078,0.698
"36","ENSG00000090376","hurdle",0,-2.6862265,0.5930551,3.2792816,0.697
"91","ENSG00000129422","hurdle",1.70841294901648e-271,0.2815609,1.6962044,1.4146435,0.693
"76","ENSG00000122786","hurdle",3.97001550041235e-309,0.803744,2.218905,1.415161,0.691
"86","ENSG00000126785","hurdle",0,-1.5857333,0.6062962,2.1920295,0.69
"24","ENSG00000078596","hurdle",0,-2.5162065,0.4564248,2.9726313,0.689
"33","ENSG00000084453","hurdle",0,-1.115358,1.273281,2.388639,0.688
"117","ENSG00000140836","hurdle",1.0333233553975e-210,1.09651,2.114504,1.017994,0.687
"85","ENSG00000125772","hurdle",0,0.1295578,2.4964326,2.3668748,0.687
"59","ENSG00000112769","hurdle",1.96576777898077e-307,-0.9936892,0.6673726,1.6610618,0.686
"172","ENSG00000168918","hurdle",0,-1.7018754,0.9073632,2.6092386,0.683
"108","ENSG00000137693","hurdle",0,-2.18415886,-0.08421008,2.09994878,0.682
"174","ENSG00000169507","hurdle",2.90898854447538e-280,-0.09350275,1.54648594,1.63998869,0.681
"131","ENSG00000148655","hurdle",1.38854780433437e-236,0.8491332,1.920197,1.0710638,0.679
"52","ENSG00000105894","hurdle",1.25566132035571e-309,0.03693904,1.62946066,1.59252162,0.679
"37","ENSG00000091409","hurdle",0,-1.8514024,0.7097017,2.5611041,0.679
"173","ENSG00000169504","hurdle",3.74071960592275e-311,-1.2639807,0.5268211,1.7908018,0.678
"42","ENSG00000100234","hurdle",2.75283488260485e-224,0.05771758,1.51172443,1.45400685,0.678
"10","ENSG00000031081","hurdle",0,-1.6029047,0.4781948,2.0810995,0.678
"204","ENSG00000185650","hurdle",0,-1.58310353,0.02104804,1.60415157,0.676
"122","ENSG00000145555","hurdle",0,-1.108236,1.209927,2.318163,0.675
"113","ENSG00000138741","hurdle",0,-1.359756,0.7536037,2.1133597,0.674
"202","ENSG00000184384","hurdle",1.30338303989429e-190,0.8673103,1.7473022,0.8799919,0.67
"124","ENSG00000146648","hurdle",1.35494856184782e-259,-0.495828,0.6940768,1.1899048,0.668
"121","ENSG00000144824","hurdle",3.85274792774174e-315,-0.3850049,0.4829883,0.8679932,0.668
"25","ENSG00000079215","hurdle",3.93318365400132e-185,0.7325849,1.4811447,0.7485598,0.668
"18","ENSG00000071205","hurdle",1.07559794026452e-205,0.1094261,1.331049,1.2216229,0.667
"195","ENSG00000181722","hurdle",4.92639226052877e-155,2.290991,2.89886,0.607869,0.664
"116","ENSG00000140807","hurdle",0,-1.6613007,0.3141217,1.9754224,0.664
"147","ENSG00000157103","hurdle",2.16970876086157e-240,1.044199,2.424251,1.380052,0.663
"77","ENSG00000122862","hurdle",0,-2.696697661,0.001804748,2.698502409,0.663
"13","ENSG00000047648","hurdle",2.35998811912422e-266,-1.0472703,0.5671058,1.6143761,0.661
"112","ENSG00000138193","hurdle",2.02323640851139e-250,-1.0352931,0.5996908,1.6349839,0.659
"182","ENSG00000172270","hurdle",9.19433047867501e-298,0.2473372,1.7158842,1.468547,0.656
"134","ENSG00000151012","hurdle",1.38903463275155e-261,-1.2836428,0.2951685,1.5788113,0.654
"160","ENSG00000164181","hurdle",0,-0.5037942,1.5606129,2.0644071,0.653
"75","ENSG00000120690","hurdle",8.64995563002435e-230,-1.327386,0.2327888,1.5601748,0.651
"140","ENSG00000152558","hurdle",4.31657210195912e-316,-1.7333384,0.1711581,1.9044965,0.648
"100","ENSG00000132669","hurdle",1.25644051474277e-170,-0.1466098,1.1939362,1.340546,0.648
"97","ENSG00000131386","hurdle",0,-1.60549,0.4238892,2.0293792,0.648
"64","ENSG00000114315","hurdle",0,-2.4243328,0.2897073,2.7140401,0.648
"20","ENSG00000073849","hurdle",3.75094533979767e-180,0.5366118,2.0051243,1.4685125,0.646
"225","ENSG00000276644","hurdle",1.16982648057186e-146,0.9467864,1.64323,0.6964436,0.642
"203","ENSG00000185551","hurdle",9.32064105652257e-288,-0.85197784,-0.02857317,0.82340467,0.641
"138","ENSG00000152284","hurdle",3.69811125436035e-256,-1.8392752,-0.1143016,1.7249736,0.641
"66","ENSG00000115183","hurdle",1.39379010908944e-150,-0.3899758,0.7807199,1.1706957,0.64
"93","ENSG00000129595","hurdle",1.14997137511172e-160,-0.1743497,0.6903513,0.864701,0.639
"27","ENSG00000079335","hurdle",8.51471083964556e-245,-1.5879685,-0.1398665,1.448102,0.639
"145","ENSG00000154856","hurdle",3.40405489947554e-246,-1.9413125,-0.2232956,1.7180169,0.638
"73","ENSG00000120129","hurdle",8.77139302016317e-298,-1.6550104,0.4709745,2.1259849,0.638
"127","ENSG00000148400","hurdle",3.69706242121803e-310,-2.3748385,-0.5505626,1.8242759,0.637
"74","ENSG00000120278","hurdle",1.54733494262257e-222,-0.2240764,1.6194821,1.8435585,0.637
"179","ENSG00000171444","hurdle",8.98306293677845e-134,0.08655905,0.97527625,0.8887172,0.636
"31","ENSG00000082781","hurdle",2.82007778982137e-233,-1.9086189,-0.3746309,1.533988,0.636
"43","ENSG00000101849","hurdle",8.20783296117751e-142,-0.5461209,0.4642029,1.0103238,0.635
"156","ENSG00000163110","hurdle",4.92948355569255e-147,-0.3503411,0.5319186,0.8822597,0.634
"82","ENSG00000124782","hurdle",3.78609222581392e-212,-1.7427348,-0.3060472,1.4366876,0.632
"60","ENSG00000112902","hurdle",5.1320631683972e-147,0.3339635,0.8528564,0.5188929,0.632
"62","ENSG00000113361","hurdle",3.38285049649435e-138,-0.1356791,0.8187565,0.9544356,0.629
"54","ENSG00000107317","hurdle",7.67411029126392e-106,0.5570395,1.4892676,0.9322281,0.629
"155","ENSG00000162946","hurdle",3.44486937978245e-131,0.02581013,0.7717377,0.74592757,0.628
"178","ENSG00000171408","hurdle",5.21668442447077e-104,1.409363,2.260259,0.850896,0.627
"152","ENSG00000159388","hurdle",3.87158246916616e-259,-1.827815,0.3455182,2.1733332,0.627
"65","ENSG00000114698","hurdle",8.38696328675215e-242,-2.144846,-0.558421,1.586425,0.627
"95","ENSG00000130147","hurdle",5.7925434933363e-263,-2.1460216,-0.2978018,1.8482198,0.625
"123","ENSG00000146122","hurdle",6.69436349389012e-128,-0.1741098,0.5832671,0.7573769,0.624
"133","ENSG00000150938","hurdle",2.63328534311037e-98,0.854243,1.892722,1.038479,0.62
"159","ENSG00000163565","hurdle",2.43060130222039e-231,-2.4342089,-0.8319936,1.6022153,0.617
"168","ENSG00000167601","hurdle",2.90226557059461e-265,-2.5864514,-0.7909118,1.7955396,0.616
"87","ENSG00000126878","hurdle",7.81278007833791e-251,-2.3967821,-0.6871162,1.7096659,0.616
"81","ENSG00000124440","hurdle",1.45591148969226e-176,-1.4771384,-0.2855214,1.191617,0.616
"192","ENSG00000179241","hurdle",8.6511330159261e-91,0.2450519,0.9660614,0.7210095,0.615
"175","ENSG00000169715","hurdle",4.7055748212182e-268,-2.5597267,-0.7725143,1.7872124,0.612
"102","ENSG00000135678","hurdle",2.168826128061e-197,-1.731925375,0.009134177,1.741059552,0.612
"183","ENSG00000172340","hurdle",1.42883004449477e-124,-1.3936368,-0.2453256,1.1483112,0.61
"88","ENSG00000127946","hurdle",2.91863346984403e-82,0.202454,0.8289584,0.6265044,0.61
"187","ENSG00000175029","hurdle",2.74313998684169e-71,0.4200181,1.0463021,0.626284,0.607
"111","ENSG00000138185","hurdle",1.11401206666877e-165,-1.9209433,-0.3694373,1.551506,0.607
"150","ENSG00000158195","hurdle",6.30063084286503e-91,-0.5250891,0.300066,0.8251551,0.605
"51","ENSG00000105854","hurdle",8.92595757391927e-114,-1.5374939,-0.4603767,1.0771172,0.602
"28","ENSG00000080200","hurdle",7.83811471510059e-96,-0.8742123,-0.1465142,0.7276981,0.602
"125","ENSG00000146966","hurdle",1.45357070661874e-91,-0.5606279,0.3757307,0.9363586,0.6
"45","ENSG00000102760","hurdle",2.28013855458749e-145,-1.7580233,-0.4079651,1.3500582,0.6
"216","ENSG00000233927","hurdle",2.77700793146232e-85,0.5236197,1.3329087,0.809289,0.599
"193","ENSG00000179604","hurdle",4.42112337628811e-154,-2.1286022,-0.9254444,1.2031578,0.599
"3","ENSG00000010278","hurdle",1.07884808069365e-137,-2.150498,-0.962762,1.187736,0.597
"214","ENSG00000231607","hurdle",4.46923485916868e-58,1.059606,1.572356,0.51275,0.596
"171","ENSG00000168309","hurdle",9.86734988775865e-112,-1.5593351,-0.4186538,1.1406813,0.596
"154","ENSG00000162804","hurdle",1.68603766375184e-67,0.5956058,1.2006448,0.605039,0.596
"120","ENSG00000143772","hurdle",5.12047202565989e-87,-1.02991122,0.05234559,1.08225681,0.594
"41","ENSG00000100097","hurdle",7.29553668790875e-74,-1.0441982,-0.3052205,0.7389777,0.593
"19","ENSG00000072274","hurdle",3.48845203280643e-123,-0.1101281,1.0553418,1.1654699,0.593
"153","ENSG00000161791","hurdle",8.89401297040785e-70,-0.640356,0.2156116,0.8559676,0.592
"149","ENSG00000157483","hurdle",2.10819982144465e-82,-0.6040756,0.5328435,1.1369191,0.592
"39","ENSG00000096060","hurdle",1.93168508212989e-79,-0.8594799,-0.1317829,0.727697,0.59
"135","ENSG00000151414","hurdle",5.0846829855777e-60,-0.5530053,0.1514211,0.7044264,0.589
"146","ENSG00000155324","hurdle",1.1439923549679e-64,-0.44936873,0.06901914,0.51838787,0.588
"180","ENSG00000172159","hurdle",4.43840262708626e-55,0.5943391,1.3809534,0.7866143,0.586
"128","ENSG00000148429","hurdle",1.67542632828726e-70,-0.2925984,0.612434,0.9050324,0.586
"46","ENSG00000102935","hurdle",1.75633534928834e-68,-0.8756743,-0.08847064,0.78720366,0.586
"105","ENSG00000136205","hurdle",2.38608371744659e-91,-1.3235234,-0.6394527,0.6840707,0.585
"22","ENSG00000076555","hurdle",2.05350951022298e-75,-1.284031,-0.5862673,0.6977637,0.584
"199","ENSG00000184005","hurdle",1.03621769064927e-143,1.66417,2.761802,1.097632,0.583
"92","ENSG00000129538","hurdle",2.01741621294494e-129,-2.260666,-0.947203,1.313463,0.583
"68","ENSG00000115468","hurdle",1.05316794266078e-73,-1.374494,-0.641538,0.732956,0.583
"196","ENSG00000182185","hurdle",3.88469273804092e-53,0.1278321,0.8756361,0.747804,0.581
"224","ENSG00000266714","hurdle",5.99459111952889e-94,-2.068849,-1.041801,1.027048,0.58
"167","ENSG00000166979","hurdle",4.0485621391874e-48,0.005463856,0.659772156,0.6543083,0.58
"190","ENSG00000177954","hurdle",3.26018400999391e-60,-0.2499452,0.469043,0.7189882,0.578
"49","ENSG00000104267","hurdle",9.96925699053954e-72,-1.4998056,-0.5515426,0.948263,0.578
"15","ENSG00000057704","hurdle",2.70524168583346e-80,-1.251083,-0.130318,1.120765,0.578
"98","ENSG00000132475","hurdle",3.86426430445105e-45,0.2402004,0.8149597,0.5747593,0.577
"23","ENSG00000076706","hurdle",3.88655508343534e-138,-2.1499082,-0.7645385,1.3853697,0.576
"208","ENSG00000196159","hurdle",9.0761061487207e-77,-1.7214592,-0.7851373,0.9363219,0.573
"126","ENSG00000147403","hurdle",6.4699974253462e-42,0.2325307,0.7992872,0.5667565,0.572
"163","ENSG00000165029","hurdle",8.57799533432062e-51,-1.236671,-0.5330362,0.7036348,0.57
"32","ENSG00000084207","hurdle",1.38481346931882e-68,-1.57279,-0.7577371,0.8150529,0.57
"104","ENSG00000136111","hurdle",7.87954014036047e-39,0.8955683,1.6006394,0.7050711,0.569
"78","ENSG00000123094","hurdle",5.42779941166864e-41,-0.397027,0.3076515,0.7046785,0.568
"177","ENSG00000171223","hurdle",1.10808386559859e-114,-1.6237182,-0.3160043,1.3077139,0.567
"221","ENSG00000250722","hurdle",1.9246461949587e-55,-1.7090688,-0.9758572,0.7332116,0.564
"80","ENSG00000123358","hurdle",4.00317403010927e-56,-0.6401075,0.351297,0.9914045,0.562
"40","ENSG00000099954","hurdle",1.95987361157477e-35,-0.9912043,-0.4366461,0.5545582,0.561
"176","ENSG00000170345","hurdle",9.13715415526887e-49,-1.2516527,-0.3720317,0.879621,0.56
"103","ENSG00000136098","hurdle",1.35600120626622e-51,-1.905529,-1.082297,0.823232,0.559
"38","ENSG00000092820","hurdle",1.85767942077945e-72,-2.008368,-1.418922,0.589446,0.559
"106","ENSG00000137154","hurdle",6.66813205831831e-35,-0.7007088,-0.1539366,0.5467722,0.558
"115","ENSG00000139679","hurdle",1.03441348385045e-40,-1.6249471,-0.9203721,0.704575,0.557
"2","ENSG00000006831","hurdle",3.49334780858518e-91,0.2307654,1.1418445,0.9110791,0.557
"169","ENSG00000167641","hurdle",3.514239187783e-44,-1.667196,-1.143039,0.524157,0.556
"139","ENSG00000152518","hurdle",7.19827410306139e-55,-2.117143,-1.47918,0.637963,0.554
"201","ENSG00000184232","hurdle",2.11909796645939e-54,-2.275643,-1.622157,0.653486,0.551
"144","ENSG00000153234","hurdle",6.08048315313541e-34,-1.4951537,-0.8260527,0.669101,0.549
"56","ENSG00000107731","hurdle",5.84083963318921e-28,-1.308175,-0.700097,0.608078,0.549
"141","ENSG00000152689","hurdle",1.67401422001465e-43,-1.45993,-0.6054739,0.8544561,0.548
"96","ENSG00000130203","hurdle",1.7174877406231e-25,-1.2120833,-0.5683045,0.6437788,0.546
"53","ENSG00000106034","hurdle",5.38363590780279e-47,-1.967991,-1.318755,0.649236,0.546
"222","ENSG00000254087","hurdle",8.82509152326271e-49,-2.286751,-1.563651,0.7231,0.545
"50","ENSG00000104419","hurdle",7.01971452958083e-24,-0.902347,-0.2709215,0.6314255,0.54
"94","ENSG00000130066","hurdle",4.17486725340388e-17,0.1347227,0.6761896,0.5414669,0.538
"197","ENSG00000182578","hurdle",2.26657824093829e-50,-2.510744,-1.959247,0.551497,0.536
"210","ENSG00000197329","hurdle",4.29552989357223e-23,-0.6446287,0.4138833,1.058512,0.534
"7","ENSG00000019582","hurdle",1.08374670401166e-25,-2.60638,-2.031236,0.575144,0.528
"207","ENSG00000189067","hurdle",5.38888504887908e-33,-2.281445,-1.557732,0.723713,0.525
"29","ENSG00000081237","hurdle",1.19348116842007e-39,-2.580399,-1.473597,1.106802,0.511
"194","ENSG00000180573","hurdle",0.000749341013549234,-2.071304,-1.544014,0.52729,0.509
"206","ENSG00000189058","hurdle",1.68902080819843e-24,-1.636468,-1.083714,0.552754,0.501
"48","ENSG00000103888","hurdle",3.94993973054607e-11,0.4494878,0.9595415,0.5100537,0.475
