"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.OPC","log2fold_change","Auc"
"47","ENSG00000136297","hurdle",0,-0.6435576,1.112958,1.7565156,0.752
"67","ENSG00000156103","hurdle",0,2.608458,3.586882,0.978424,0.751
"93","ENSG00000178764","hurdle",0,-0.1264855,1.459702,1.5861875,0.748
"33","ENSG00000123104","hurdle",0,1.503641,2.125453,0.621812,0.743
"23","ENSG00000112531","hurdle",6.58457364372937e-290,2.865594,3.707402,0.841808,0.742
"17","ENSG00000105894","hurdle",0,0.06577778,1.45591186,1.39013408,0.741
"94","ENSG00000179241","hurdle",0,0.2121973,1.4798386,1.2676413,0.738
"65","ENSG00000154975","hurdle",0,3.062617,3.5909,0.528283,0.735
"26","ENSG00000115183","hurdle",0,-0.4039828,1.0228711,1.4268539,0.734
"75","ENSG00000162944","hurdle",0,-0.8407718,0.7893958,1.6301676,0.73
"89","ENSG00000171587","hurdle",0,4.670219,5.443285,0.773066,0.729
"82","ENSG00000166033","hurdle",0,-0.9842478,0.6979205,1.6821683,0.728
"113","ENSG00000242808","hurdle",4.76189431536067e-284,1.774149,3.009635,1.235486,0.727
"20","ENSG00000109686","hurdle",3.74126265133639e-285,1.14845,2.120673,0.972223,0.726
"30","ENSG00000118322","hurdle",0,-0.9085143,1.0657784,1.9742927,0.725
"64","ENSG00000154493","hurdle",0,0.1562695,1.1050283,0.9487588,0.721
"45","ENSG00000135905","hurdle",0,1.332973,1.983922,0.650949,0.721
"35","ENSG00000125462","hurdle",3.27714105649514e-282,0.3023138,1.5654967,1.2631829,0.719
"71","ENSG00000162407","hurdle",0,-0.943617,0.6413553,1.5849723,0.715
"63","ENSG00000153823","hurdle",4.73558650048494e-293,1.784051,2.396702,0.612651,0.71
"11","ENSG00000100095","hurdle",5.31229812684896e-284,1.961365,2.52937,0.568005,0.703
"10","ENSG00000099954","hurdle",1.26257263804416e-307,-1.058158,0.491787,1.549945,0.703
"9","ENSG00000091656","hurdle",1.54299061291077e-303,0.2739179,1.0823795,0.8084616,0.703
"77","ENSG00000163110","hurdle",3.22754613247478e-295,-0.3552935,0.6738828,1.0291763,0.7
"34","ENSG00000124440","hurdle",0,-1.5115326,0.1502917,1.6618243,0.694
"114","ENSG00000244128","hurdle",2.46041100640892e-246,0.9563993,1.6071015,0.6507022,0.691
"13","ENSG00000102934","hurdle",2.32112282508384e-316,-1.5372675,0.06186526,1.59913276,0.691
"31","ENSG00000118515","hurdle",1.0911398401426e-200,0.8300209,1.6036799,0.773659,0.686
"27","ENSG00000115935","hurdle",1.55664749085165e-274,-1.1976213,0.3767945,1.5744158,0.685
"78","ENSG00000165246","hurdle",2.7087754293922e-193,1.43993,2.352683,0.912753,0.683
"97","ENSG00000181804","hurdle",7.36725640856507e-189,0.6961957,1.2988397,0.602644,0.68
"66","ENSG00000155324","hurdle",3.33837045258544e-207,-0.4751205,0.5345135,1.009634,0.673
"54","ENSG00000146648","hurdle",3.53359264350386e-271,-0.4581495,0.2537086,0.7118581,0.666
"49","ENSG00000137478","hurdle",4.84262146253908e-151,1.630012,2.229968,0.599956,0.663
"53","ENSG00000146592","hurdle",3.26062985842834e-174,0.4780708,1.1742153,0.6961445,0.661
"110","ENSG00000205683","hurdle",1.4423193310103e-177,-0.6201798,0.3189504,0.9391302,0.654
"43","ENSG00000134508","hurdle",2.52929220272753e-132,0.06514543,1.00482569,0.93968026,0.649
"52","ENSG00000145555","hurdle",1.01649511926601e-168,-0.94820597,-0.01269789,0.93550808,0.646
"50","ENSG00000139946","hurdle",1.58537359722322e-143,0.004616577,0.719759279,0.715142702,0.643
"28","ENSG00000116117","hurdle",1.04792414704052e-150,-0.1489361,0.4986457,0.6475818,0.635
"61","ENSG00000151491","hurdle",8.64938314387862e-136,-0.4237648,0.2924782,0.716243,0.634
"69","ENSG00000158352","hurdle",6.41494643541883e-188,-0.73117631,0.08097408,0.81215039,0.632
"42","ENSG00000134376","hurdle",4.21638159945881e-113,0.009278916,0.718403999,0.709125083,0.631
"14","ENSG00000103089","hurdle",3.69319723848084e-228,-0.9186355,-0.2663102,0.6523253,0.631
"92","ENSG00000177694","hurdle",3.27931586379462e-89,1.295486,1.88853,0.593044,0.628
"70","ENSG00000160307","hurdle",6.06829781994976e-147,-1.4090804,-0.4031878,1.0058926,0.628
"104","ENSG00000187098","hurdle",2.54902620486579e-125,-0.6860204,0.1576438,0.8436642,0.625
"16","ENSG00000105854","hurdle",1.13229376081512e-150,-1.5283836,-0.4976746,1.030709,0.625
"112","ENSG00000227110","hurdle",5.73839914836985e-84,1.044176,1.714104,0.669928,0.624
"90","ENSG00000174607","hurdle",4.59322259539944e-176,-0.6150628,-0.1112693,0.5037935,0.623
"116","ENSG00000259070","hurdle",8.80135455256907e-153,-0.8823219,0.1060651,0.988387,0.622
"1","ENSG00000019144","hurdle",3.06704423333889e-104,-0.8680486,-0.04225769,0.82579091,0.62
"83","ENSG00000166348","hurdle",7.84730776692549e-72,0.5021911,1.1225532,0.6203621,0.614
"102","ENSG00000185650","hurdle",2.39360415082365e-148,-1.5128915,-0.6822424,0.8306491,0.612
"7","ENSG00000065361","hurdle",3.37004297936937e-134,-1.7884632,-0.7197171,1.0687461,0.608
"115","ENSG00000253807","hurdle",4.8377611303344e-84,-0.5828717,0.2784447,0.8613164,0.594
"117","ENSG00000262223","hurdle",5.42350074928289e-99,-1.7407997,-0.8490384,0.8917613,0.59
"80","ENSG00000165478","hurdle",1.24978132200419e-83,-1.6439009,-0.9734737,0.6704272,0.583
