"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Inhib","log2fold_change","Auc"
"150","ENSG00000174469","hurdle",0,5.79122,6.603809,0.812589,0.743
"114","ENSG00000162989","hurdle",0,2.619744,3.448054,0.82831,0.741
"196","ENSG00000198673","hurdle",0,3.512041,4.527918,1.015877,0.74
"2","ENSG00000009694","hurdle",0,0.2366461,2.1198237,1.8831776,0.74
"106","ENSG00000157152","hurdle",0,2.974817,3.810227,0.83541,0.738
"112","ENSG00000162849","hurdle",0,0.03774694,2.3456325,2.30788556,0.737
"48","ENSG00000138639","hurdle",0,0.01061101,2.8605311,2.84992009,0.737
"66","ENSG00000145349","hurdle",0,2.4426,3.644004,1.201404,0.735
"5","ENSG00000048052","hurdle",0,3.17629,4.098126,0.921836,0.735
"87","ENSG00000151572","hurdle",0,1.494933,2.935684,1.440751,0.733
"16","ENSG00000102466","hurdle",0,5.008144,5.644056,0.635912,0.732
"169","ENSG00000183570","hurdle",0,-0.4710464,3.0306122,3.5016586,0.729
"84","ENSG00000151322","hurdle",0,3.395547,4.580887,1.18534,0.729
"24","ENSG00000114374","hurdle",0,1.04132,2.234734,1.193414,0.728
"178","ENSG00000185666","hurdle",0,2.941734,3.690253,0.748519,0.727
"146","ENSG00000171877","hurdle",0,3.243094,4.216645,0.973551,0.727
"135","ENSG00000169760","hurdle",0,4.66195,5.427249,0.765299,0.727
"78","ENSG00000149972","hurdle",0,3.576204,4.46036,0.884155999999999,0.727
"38","ENSG00000130226","hurdle",0,3.813509,4.787066,0.973557,0.727
"204","ENSG00000204442","hurdle",0,5.41938,6.04336,0.62398,0.725
"39","ENSG00000132932","hurdle",0,3.412874,4.022544,0.60967,0.725
"215","ENSG00000253554","hurdle",0,1.10151,2.870548,1.769038,0.724
"10","ENSG00000080224","hurdle",0,2.728595,3.450512,0.721917,0.723
"100","ENSG00000155511","hurdle",0,2.617311,3.326532,0.709221,0.722
"219","ENSG00000273079","hurdle",0,3.676959,4.191937,0.514978,0.721
"202","ENSG00000198879","hurdle",0,0.7509683,1.9479955,1.1970272,0.72
"175","ENSG00000185052","hurdle",0,-0.3464154,1.9567533,2.3031687,0.72
"194","ENSG00000197584","hurdle",0,2.09656,3.341694,1.245134,0.719
"164","ENSG00000182621","hurdle",0,5.177944,5.678701,0.500757,0.717
"133","ENSG00000169306","hurdle",0,4.729359,5.613565,0.884206000000001,0.717
"91","ENSG00000152818","hurdle",0,0.8188448,2.529545,1.7107002,0.717
"90","ENSG00000152578","hurdle",0,3.538766,4.364335,0.825569,0.717
"19","ENSG00000110328","hurdle",0,1.81631,2.6994,0.88309,0.716
"183","ENSG00000187398","hurdle",0,1.395819,2.66372,1.267901,0.713
"180","ENSG00000185942","hurdle",0,0.7112473,2.7619665,2.0507192,0.713
"148","ENSG00000173406","hurdle",0,3.104669,4.121868,1.017199,0.713
"30","ENSG00000120549","hurdle",0,3.006297,4.026829,1.020532,0.713
"195","ENSG00000198597","hurdle",0,0.4666389,2.8636329,2.396994,0.712
"153","ENSG00000176728","hurdle",0,1.485688,2.400783,0.915095,0.711
"163","ENSG00000182263","hurdle",0,0.8223549,2.9866202,2.1642653,0.71
"167","ENSG00000183098","hurdle",0,2.696767,3.772863,1.076096,0.709
"120","ENSG00000164418","hurdle",0,3.878402,4.712064,0.833662,0.708
"31","ENSG00000121440","hurdle",0,2.417612,3.328441,0.910829,0.708
"82","ENSG00000151025","hurdle",0,2.616051,3.341115,0.725064,0.707
"132","ENSG00000168959","hurdle",0,3.990205,4.496938,0.506733,0.706
"56","ENSG00000144218","hurdle",0,3.198333,3.713841,0.515508,0.706
"210","ENSG00000239268","hurdle",0,3.690154,4.286773,0.596619,0.705
"95","ENSG00000154162","hurdle",0,3.348501,4.286673,0.938172,0.705
"85","ENSG00000151490","hurdle",0,1.715716,2.558999,0.843283,0.705
"13","ENSG00000099715","hurdle",0,0.01158899,2.38567115,2.37408216,0.705
"220","ENSG00000280870","hurdle",0,-0.01859008,2.02499708,2.04358716,0.704
"127","ENSG00000166006","hurdle",0,2.666411,3.811434,1.145023,0.702
"123","ENSG00000165185","hurdle",0,0.7936836,2.4928915,1.6992079,0.702
"17","ENSG00000106278","hurdle",0,1.05957,2.169989,1.110419,0.702
"124","ENSG00000165246","hurdle",0,1.282991,2.097457,0.814466,0.699
"58","ENSG00000144339","hurdle",0,2.86648,3.628709,0.762229,0.699
"129","ENSG00000168843","hurdle",0,1.564396,2.82668,1.262284,0.698
"156","ENSG00000179104","hurdle",0,2.261325,3.861261,1.599936,0.696
"192","ENSG00000196482","hurdle",0,2.287562,2.988707,0.701145,0.695
"166","ENSG00000183023","hurdle",0,4.127933,4.905033,0.777100000000001,0.691
"7","ENSG00000071242","hurdle",0,2.103405,3.268016,1.164611,0.691
"50","ENSG00000139767","hurdle",0,2.518838,3.020382,0.501544,0.689
"45","ENSG00000137478","hurdle",0,1.47756,2.216506,0.738946,0.688
"9","ENSG00000075223","hurdle",0,-0.6987438,2.4109179,3.1096617,0.687
"65","ENSG00000145147","hurdle",0,1.946864,3.201695,1.254831,0.685
"171","ENSG00000183878","hurdle",0,0.7304017,1.7093548,0.9789531,0.684
"43","ENSG00000135905","hurdle",0,1.156696,1.985184,0.828488,0.684
"59","ENSG00000144366","hurdle",0,1.569075,3.163504,1.594429,0.682
"217","ENSG00000262655","hurdle",0,-0.543334,1.322564,1.865898,0.68
"136","ENSG00000169851","hurdle",0,3.701102,4.285972,0.58487,0.68
"80","ENSG00000150394","hurdle",0,2.446408,3.231938,0.78553,0.68
"52","ENSG00000139946","hurdle",0,-0.4478781,1.1528456,1.6007237,0.68
"12","ENSG00000099204","hurdle",0,2.307377,2.829709,0.522332,0.68
"138","ENSG00000169946","hurdle",0,2.763406,4.355116,1.59171,0.679
"152","ENSG00000174482","hurdle",0,4.020132,4.602877,0.582745,0.678
"110","ENSG00000158966","hurdle",0,0.09470802,2.32564378,2.23093576,0.677
"145","ENSG00000171587","hurdle",0,4.488417,5.357065,0.868648,0.675
"208","ENSG00000231764","hurdle",0,-2.751022,1.806431,4.557453,0.674
"140","ENSG00000170396","hurdle",0,1.176551,3.090821,1.91427,0.673
"218","ENSG00000271860","hurdle",0,2.181437,4.083614,1.902177,0.672
"187","ENSG00000188517","hurdle",0,0.09940426,1.50792843,1.40852417,0.672
"162","ENSG00000182168","hurdle",0,3.081808,3.80656,0.724752,0.672
"81","ENSG00000150907","hurdle",0,-0.5450029,1.3216778,1.8666807,0.672
"11","ENSG00000091656","hurdle",0,-0.3974689,1.683979,2.0814479,0.67
"139","ENSG00000170381","hurdle",0,0.07983521,1.74898801,1.6691528,0.668
"104","ENSG00000156299","hurdle",0,1.146708,2.627473,1.480765,0.668
"15","ENSG00000102290","hurdle",0,1.24023,2.290876,1.050646,0.667
"73","ENSG00000148123","hurdle",0,-0.2748198,0.9497075,1.2245273,0.666
"64","ENSG00000145012","hurdle",0,1.571633,2.206797,0.635164,0.666
"126","ENSG00000165973","hurdle",0,2.66377,4.041802,1.378032,0.665
"113","ENSG00000162946","hurdle",0,-0.4662072,1.2379901,1.7041973,0.662
"32","ENSG00000122584","hurdle",0,0.3198156,3.83988,3.5200644,0.662
"128","ENSG00000167081","hurdle",0,-0.3831766,1.6320159,2.0151925,0.661
"184","ENSG00000187720","hurdle",0,-0.359408,1.275845,1.635253,0.66
"199","ENSG00000198838","hurdle",0,1.622338,2.79066,1.168322,0.658
"201","ENSG00000198846","hurdle",0,2.315549,3.226475,0.910926,0.657
"26","ENSG00000115183","hurdle",0,-0.7207376,0.6693686,1.3901062,0.654
"177","ENSG00000185532","hurdle",0,2.57884,3.259506,0.680666,0.653
"23","ENSG00000113319","hurdle",0,2.097036,2.688805,0.591769,0.653
"115","ENSG00000163110","hurdle",0,-0.9020505,0.9526741,1.8547246,0.652
"155","ENSG00000178568","hurdle",0,2.088218,5.803366,3.715148,0.648
"188","ENSG00000188730","hurdle",0,0.3955535,2.1120045,1.716451,0.642
"144","ENSG00000171444","hurdle",0,-0.1708472,0.9631432,1.1339904,0.641
"89","ENSG00000152208","hurdle",0,3.424279,4.096328,0.672049,0.637
"36","ENSG00000129422","hurdle",0,0.1932053,0.9307532,0.7375479,0.637
"173","ENSG00000184588","hurdle",0,3.489254,4.246827,0.757573,0.635
"49","ENSG00000139132","hurdle",0,0.2857967,0.9256151,0.6398184,0.635
"212","ENSG00000242808","hurdle",0,1.466466,2.792072,1.325606,0.632
"161","ENSG00000182132","hurdle",0,-0.4426837,1.7571868,2.1998705,0.632
"8","ENSG00000073417","hurdle",0,1.423959,1.961146,0.537187,0.627
"34","ENSG00000128573","hurdle",0,1.930235,3.198858,1.268623,0.626
"200","ENSG00000198840","hurdle",0,1.210426,2.519758,1.309332,0.624
"40","ENSG00000134138","hurdle",0,1.273895,3.295096,2.021201,0.623
"86","ENSG00000151491","hurdle",0,-0.5974308,0.2340995,0.8315303,0.619
"70","ENSG00000146648","hurdle",0,-1.0450122,0.8534977,1.8985099,0.619
"165","ENSG00000182957","hurdle",0,-0.5920056,0.4772,1.0692056,0.618
"193","ENSG00000196782","hurdle",0,0.6594738,1.4536582,0.7941844,0.614
"197","ENSG00000198712","hurdle",7.91130180556498e-257,2.917655,3.433974,0.516319,0.604
"42","ENSG00000134376","hurdle",1.06876517659888e-316,-0.1017059,0.5099759,0.6116818,0.602
"98","ENSG00000154975","hurdle",0,2.911364,3.633707,0.722343,0.601
"213","ENSG00000244128","hurdle",8.42325790176153e-307,0.8271831,1.4936486,0.6664655,0.6
"111","ENSG00000159788","hurdle",0,0.4527225,1.4510381,0.9983156,0.6
"134","ENSG00000169372","hurdle",4.47263723650867e-271,0.737722,1.253,0.515278,0.599
"18","ENSG00000109452","hurdle",1.45400160803427e-262,2.275846,2.828737,0.552891,0.598
"21","ENSG00000111962","hurdle",2.86682252994111e-253,0.5646861,1.0723124,0.5076263,0.593
"75","ENSG00000148498","hurdle",3.18118227395711e-265,0.3920691,1.1219127,0.7298436,0.587
"27","ENSG00000115896","hurdle",9.94341991397454e-270,2.845288,3.509485,0.664197,0.586
"211","ENSG00000241684","hurdle",0,0.01942043,1.69726547,1.67784504,0.585
"182","ENSG00000187098","hurdle",0,-1.011042,0.2895457,1.3005877,0.579
"20","ENSG00000110693","hurdle",0,0.3892561,2.6169073,2.2276512,0.578
"122","ENSG00000165084","hurdle",3.72683044473284e-283,0.4065321,1.6967026,1.2901705,0.571
"33","ENSG00000123094","hurdle",1.35145099146836e-185,-0.5578153,0.2400722,0.7978875,0.569
"92","ENSG00000152910","hurdle",1.93739729465367e-125,1.45979,2.022946,0.563156,0.568
"53","ENSG00000140470","hurdle",0,-0.3545627,1.6623968,2.0169595,0.562
"118","ENSG00000163873","hurdle",6.84152511129024e-257,0.2220563,1.2672053,1.045149,0.557
"68","ENSG00000145824","hurdle",0,-2.179462,1.383242,3.562704,0.542
"37","ENSG00000129682","hurdle",0,0.3040914,2.1568941,1.8528027,0.542
"71","ENSG00000147246","hurdle",1.16222655822243e-133,-0.2384353,0.5847191,0.8231544,0.533
"125","ENSG00000165895","hurdle",1.11811016472709e-50,-1.2173253,-0.6196545,0.5976708,0.525
"55","ENSG00000143248","hurdle",1.91534501695096e-163,-1.08829363,-0.04990787,1.03838576,0.519
"159","ENSG00000181234","hurdle",7.44302422393752e-240,0.5369954,1.6405287,1.1035333,0.511
"131","ENSG00000168952","hurdle",1.65579431466055e-186,0.4320171,1.0231285,0.5911114,0.505
"160","ENSG00000181804","hurdle",1.3031410861261e-109,0.5202241,1.3393533,0.8191292,0.496
"181","ENSG00000186314","hurdle",5.18273479209434e-155,0.07787869,1.35156274,1.27368405,0.476
