"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.EndoMural","log2fold_change","Auc"
"527","ENSG00000183722","hurdle",6.68380656312261e-280,1.752904,2.887697,1.134793,0.712
"510","ENSG00000178878","hurdle",0,-2.078469,1.36624,3.444709,0.712
"387","ENSG00000157554","hurdle",0,-2.1961647,0.7962092,2.9923739,0.712
"347","ENSG00000148488","hurdle",0,-2.19288,1.083389,3.276269,0.71
"123","ENSG00000103257","hurdle",0,-0.8214613,2.0928742,2.9143355,0.709
"8","ENSG00000010379","hurdle",0,-2.4798783,0.6623101,3.1421884,0.709
"239","ENSG00000128567","hurdle",0,-1.7846936,0.9585093,2.7432029,0.708
"176","ENSG00000113140","hurdle",0,-1.939069,0.3783058,2.3173748,0.708
"26","ENSG00000046889","hurdle",5.59204199313684e-317,0.07726945,1.27521708,1.19794763,0.708
"480","ENSG00000172164","hurdle",0,-2.1765705,0.6228956,2.7994661,0.707
"240","ENSG00000128641","hurdle",0,-0.3406844,1.5361452,1.8768296,0.707
"191","ENSG00000116117","hurdle",0,-0.196591,1.069752,1.266343,0.706
"144","ENSG00000106991","hurdle",0,-2.911815,0.280926,3.192741,0.706
"300","ENSG00000138119","hurdle",0,-2.6872531,0.05878132,2.74603442,0.702
"3","ENSG00000003402","hurdle",0,-1.1187007,0.7587517,1.8774524,0.701
"550","ENSG00000187720","hurdle",0,-0.08445814,2.34616293,2.43062107,0.7
"503","ENSG00000176641","hurdle",0,-1.319737,1.252377,2.572114,0.7
"372","ENSG00000152977","hurdle",0,-1.923562,0.3710838,2.2946458,0.7
"344","ENSG00000148175","hurdle",0,-2.3803624,0.2609707,2.6413331,0.7
"395","ENSG00000160801","hurdle",0,-2.7787545,0.2344954,3.0132499,0.699
"419","ENSG00000164035","hurdle",0,-2.7321019,0.5128264,3.2449283,0.698
"357","ENSG00000150760","hurdle",1.89154392259679e-283,-0.02028493,1.24872287,1.2690078,0.698
"65","ENSG00000076067","hurdle",0,-1.6627303,0.5571396,2.2198699,0.698
"89","ENSG00000090376","hurdle",0,-2.6862265,0.5930551,3.2792816,0.697
"544","ENSG00000186994","hurdle",0,-3.0742104,-0.2596674,2.814543,0.694
"541","ENSG00000185633","hurdle",0,-2.767311,0.2396028,3.0069138,0.693
"450","ENSG00000168389","hurdle",0,-2.6992842,0.6555323,3.3548165,0.693
"242","ENSG00000129422","hurdle",1.56679035146382e-271,0.2815609,1.6962044,1.4146435,0.693
"595","ENSG00000213853","hurdle",0,-2.9820945,-0.1591551,2.8229394,0.692
"297","ENSG00000137959","hurdle",0,-3.0015421,0.1741252,3.1756673,0.692
"214","ENSG00000122786","hurdle",3.52936960029225e-309,0.803744,2.218905,1.415161,0.691
"101","ENSG00000099998","hurdle",0,-3.2045919,-0.2773921,2.9271998,0.691
"231","ENSG00000126785","hurdle",0,-1.5857333,0.6062962,2.1920295,0.69
"562","ENSG00000196660","hurdle",0,-2.0660643,0.6610417,2.727106,0.689
"72","ENSG00000078596","hurdle",0,-2.5162065,0.4564248,2.9726313,0.689
"520","ENSG00000181826","hurdle",0,-2.36851207,-0.07290972,2.29560235,0.688
"266","ENSG00000133106","hurdle",0,-2.7322785,0.1729391,2.9052176,0.688
"83","ENSG00000084453","hurdle",0,-1.115358,1.273281,2.388639,0.688
"492","ENSG00000173848","hurdle",0,-1.757574,0.7701699,2.5277439,0.687
"315","ENSG00000140836","hurdle",1.00974258361265e-210,1.09651,2.114504,1.017994,0.687
"228","ENSG00000125772","hurdle",0,0.1295578,2.4964326,2.3668748,0.687
"615","ENSG00000261371","hurdle",0,-2.3993033,0.2842253,2.6835286,0.686
"172","ENSG00000112769","hurdle",1.88978792649358e-307,-0.9936892,0.6673726,1.6610618,0.686
"455","ENSG00000168918","hurdle",0,-1.7018754,0.9073632,2.6092386,0.683
"275","ENSG00000135111","hurdle",0,-3.2761576,-0.1893429,3.0868147,0.683
"234","ENSG00000127528","hurdle",0,-2.95567191,0.09367363,3.04934554,0.683
"293","ENSG00000137693","hurdle",0,-2.18415886,-0.08421008,2.09994878,0.682
"461","ENSG00000169507","hurdle",2.83021896607995e-280,-0.09350275,1.54648594,1.63998869,0.681
"249","ENSG00000130158","hurdle",0,-1.994113,0.101799,2.095912,0.681
"229","ENSG00000125968","hurdle",0,-2.977482563,0.008469401,2.985951964,0.681
"401","ENSG00000162618","hurdle",0,-1.9825145,0.3601826,2.3426971,0.679
"349","ENSG00000148655","hurdle",1.3850701482882e-236,0.8491332,1.920197,1.0710638,0.679
"136","ENSG00000105894","hurdle",1.06531176193853e-309,0.03693904,1.62946066,1.59252162,0.679
"90","ENSG00000091409","hurdle",0,-1.8514024,0.7097017,2.5611041,0.679
"460","ENSG00000169504","hurdle",3.18371639782888e-311,-1.2639807,0.5268211,1.7908018,0.678
"104","ENSG00000100234","hurdle",2.66559008500435e-224,0.05771758,1.51172443,1.45400685,0.678
"57","ENSG00000072163","hurdle",0,-2.9768548,-0.2147322,2.7621226,0.678
"22","ENSG00000031081","hurdle",0,-1.6029047,0.4781948,2.0810995,0.678
"276","ENSG00000135363","hurdle",0,-2.63580688,-0.07713699,2.55866989,0.677
"583","ENSG00000204525","hurdle",0,-2.24068442,0.01774849,2.25843291,0.676
"542","ENSG00000185650","hurdle",0,-1.58310353,0.02104804,1.60415157,0.676
"194","ENSG00000116962","hurdle",0,-2.774748,-0.1121313,2.6626167,0.676
"333","ENSG00000145555","hurdle",0,-1.108236,1.209927,2.318163,0.675
"525","ENSG00000182963","hurdle",0,-2.0233065,0.2731984,2.2965049,0.674
"451","ENSG00000168497","hurdle",0,-3.18440041,-0.05960451,3.1247959,0.674
"350","ENSG00000148671","hurdle",0,-2.8825168,-0.1787052,2.7038116,0.674
"306","ENSG00000138741","hurdle",0,-1.359756,0.7536037,2.1133597,0.674
"44","ENSG00000066056","hurdle",0,-3.0920008,-0.1078004,2.9842004,0.674
"575","ENSG00000198771","hurdle",0,-1.7868926909,-0.0008697584,1.7860229325,0.673
"536","ENSG00000184384","hurdle",1.29991399166613e-190,0.8673103,1.7473022,0.8799919,0.67
"524","ENSG00000182871","hurdle",0,-1.953715,-0.100611,1.853104,0.67
"235","ENSG00000127920","hurdle",0,-3.1621069,-0.4017664,2.7603405,0.67
"337","ENSG00000146648","hurdle",1.35475463790592e-259,-0.495828,0.6940768,1.1899048,0.668
"331","ENSG00000144824","hurdle",3.73917490854665e-315,-0.3850049,0.4829883,0.8679932,0.668
"196","ENSG00000117318","hurdle",0,-2.9396805,-0.2936967,2.6459838,0.668
"73","ENSG00000079215","hurdle",3.89856183224393e-185,0.7325849,1.4811447,0.7485598,0.668
"522","ENSG00000182492","hurdle",0,-3.1086374,-0.4567003,2.6519371,0.667
"494","ENSG00000174059","hurdle",0,-3.202389,-0.254073,2.948316,0.667
"54","ENSG00000071205","hurdle",1.05977514654873e-205,0.1094261,1.331049,1.2216229,0.667
"290","ENSG00000137393","hurdle",0,-2.1900887,0.4133812,2.6034699,0.666
"355","ENSG00000150457","hurdle",0,-2.5750052,-0.2733446,2.3016606,0.665
"353","ENSG00000149564","hurdle",0,-2.88095,-0.4798328,2.4011172,0.665
"341","ENSG00000147065","hurdle",0,-2.4769165,-0.2000596,2.2768569,0.665
"519","ENSG00000181722","hurdle",4.88482858182173e-155,2.290991,2.89886,0.607869,0.664
"507","ENSG00000177469","hurdle",0,-2.9258825,-0.4585373,2.4673452,0.664
"314","ENSG00000140807","hurdle",0,-1.6613007,0.3141217,1.9754224,0.664
"384","ENSG00000157103","hurdle",2.02418982042527e-240,1.044199,2.424251,1.380052,0.663
"215","ENSG00000122862","hurdle",0,-2.696697661,0.001804748,2.698502409,0.663
"577","ENSG00000198959","hurdle",0,-3.1839173,-0.3412019,2.8427154,0.661
"28","ENSG00000047648","hurdle",2.32849131776113e-266,-1.0472703,0.5671058,1.6143761,0.661
"589","ENSG00000206503","hurdle",0,-2.0686259,-0.02516608,2.04345982,0.66
"565","ENSG00000197256","hurdle",0,-2.7858844,-0.4976649,2.2882195,0.66
"501","ENSG00000176105","hurdle",0,-2.1689023,0.1580301,2.3269324,0.66
"434","ENSG00000165810","hurdle",0,-1.5710519,0.1964775,1.7675294,0.66
"342","ENSG00000147113","hurdle",0,-2.85630118,-0.04711176,2.80918942,0.66
"113","ENSG00000101335","hurdle",0,-3.113229,-0.250886,2.862343,0.66
"302","ENSG00000138193","hurdle",1.8806723652498e-250,-1.0352931,0.5996908,1.6349839,0.659
"223","ENSG00000124570","hurdle",0,-1.23142,0.450074,1.681494,0.659
"107","ENSG00000100345","hurdle",6.39430958409927e-177,-0.1590179,0.9429375,1.1019554,0.659
"97","ENSG00000099260","hurdle",0,-2.43377811,-0.04711176,2.38666635,0.658
"12","ENSG00000017483","hurdle",0,-3.1611558,-0.4053053,2.7558505,0.657
"482","ENSG00000172270","hurdle",7.53074260868068e-298,0.2473372,1.7158842,1.468547,0.656
"159","ENSG00000111077","hurdle",0,-2.215905,-0.335283,1.880622,0.656
"576","ENSG00000198873","hurdle",2.41862493549391e-190,-0.3491897,0.9366614,1.2858511,0.655
"366","ENSG00000152207","hurdle",0,-3.247104,-0.2668921,2.9802119,0.654
"359","ENSG00000151012","hurdle",1.3806826084449e-261,-1.2836428,0.2951685,1.5788113,0.654
"421","ENSG00000164181","hurdle",0,-0.5037942,1.5606129,2.0644071,0.653
"555","ENSG00000188783","hurdle",0,-2.8369949,-0.5282053,2.3087896,0.652
"506","ENSG00000177425","hurdle",0,-1.8326343,-0.2717288,1.5609055,0.652
"443","ENSG00000167434","hurdle",6.97793614903885e-319,-1.8548586,0.2005575,2.0554161,0.651
"208","ENSG00000120690","hurdle",7.66700306466013e-230,-1.327386,0.2327888,1.5601748,0.651
"154","ENSG00000110090","hurdle",7.00778176969474e-252,-1.7584728,-0.2178403,1.5406325,0.65
"369","ENSG00000152558","hurdle",2.32649074951278e-316,-1.7333384,0.1711581,1.9044965,0.648
"264","ENSG00000132669","hurdle",1.21804091638345e-170,-0.1466098,1.1939362,1.340546,0.648
"255","ENSG00000131386","hurdle",0,-1.60549,0.4238892,2.0293792,0.648
"182","ENSG00000114315","hurdle",0,-2.4243328,0.2897073,2.7140401,0.648
"40","ENSG00000060138","hurdle",0,-2.6927406,-0.3591058,2.3336348,0.648
"465","ENSG00000170293","hurdle",1.58070442695854e-275,-1.443213,0.430356,1.873569,0.647
"254","ENSG00000131097","hurdle",0,-3.052001,-0.6646772,2.3873238,0.647
"299","ENSG00000137965","hurdle",0,-2.9014532,-0.5842604,2.3171928,0.646
"62","ENSG00000073849","hurdle",3.56557858005599e-180,0.5366118,2.0051243,1.4685125,0.646
"566","ENSG00000197321","hurdle",2.63590749051063e-159,-0.4493687,0.6627327,1.1121014,0.645
"252","ENSG00000130303","hurdle",0,-3.1399185,-0.6753189,2.4645996,0.645
"427","ENSG00000164692","hurdle",0,-3.2590114,-0.6968408,2.5621706,0.644
"42","ENSG00000065054","hurdle",0,-2.1232666,-0.1726615,1.9506051,0.643
"30","ENSG00000050555","hurdle",0,-2.7547015,-0.4835686,2.2711329,0.643
"618","ENSG00000276644","hurdle",1.16977356518754e-146,0.9467864,1.64323,0.6964436,0.642
"296","ENSG00000137834","hurdle",0,-3.06951797,-0.01364181,3.05587616,0.642
"540","ENSG00000185551","hurdle",8.41331656206529e-288,-0.85197784,-0.02857317,0.82340467,0.641
"367","ENSG00000152284","hurdle",3.51761319676054e-256,-1.8392752,-0.1143016,1.7249736,0.641
"509","ENSG00000178175","hurdle",0,-3.144141,-0.1696491,2.9744919,0.64
"185","ENSG00000115183","hurdle",1.36786816228271e-150,-0.3899758,0.7807199,1.1706957,0.64
"170","ENSG00000112562","hurdle",0,-2.7384722,-0.3193387,2.4191335,0.64
"106","ENSG00000100311","hurdle",0,-2.2064304,-0.1487369,2.0576935,0.64
"244","ENSG00000129595","hurdle",1.14933792384649e-160,-0.1743497,0.6903513,0.864701,0.639
"75","ENSG00000079335","hurdle",8.51468091122813e-245,-1.5879685,-0.1398665,1.448102,0.639
"23","ENSG00000042062","hurdle",0,-2.8616995,-0.5349731,2.3267264,0.639
"380","ENSG00000154856","hurdle",3.17626038901897e-246,-1.9413125,-0.2232956,1.7180169,0.638
"320","ENSG00000142173","hurdle",0,-3.1324421,-0.9090241,2.223418,0.638
"205","ENSG00000120129","hurdle",5.62013457322348e-298,-1.6550104,0.4709745,2.1259849,0.638
"35","ENSG00000054598","hurdle",0,-3.2692234,-0.9305346,2.3386888,0.638
"538","ENSG00000185201","hurdle",0,-3.1621069,-0.8072044,2.3549025,0.637
"373","ENSG00000153162","hurdle",4.40568370857944e-269,-1.8138269,0.3221689,2.1359958,0.637
"345","ENSG00000148400","hurdle",1.77776823186125e-310,-2.3748385,-0.5505626,1.8242759,0.637
"207","ENSG00000120278","hurdle",1.34168429866028e-222,-0.2240764,1.6194821,1.8435585,0.637
"551","ENSG00000188290","hurdle",5.86999122877777e-281,-1.4054849,0.1073976,1.5128825,0.636
"485","ENSG00000172889","hurdle",1.4812901303699e-186,-1.0685144,0.2902543,1.3587687,0.636
"474","ENSG00000171444","hurdle",8.95797355798254e-134,0.08655905,0.97527625,0.8887172,0.636
"137","ENSG00000105939","hurdle",9.23599053564726e-313,-2.4044997,-0.5253146,1.8791851,0.636
"79","ENSG00000082781","hurdle",2.77613995201531e-233,-1.9086189,-0.3746309,1.533988,0.636
"423","ENSG00000164379","hurdle",0,-3.094495,-0.592305,2.50219,0.635
"304","ENSG00000138496","hurdle",0,-2.8599621,-0.6806694,2.1792927,0.635
"116","ENSG00000101849","hurdle",8.16542658197467e-142,-0.5461209,0.4642029,1.0103238,0.635
"34","ENSG00000053747","hurdle",2.29407548609887e-281,-1.9009569,0.2626442,2.1636011,0.635
"463","ENSG00000169871","hurdle",0,-2.6787205,-0.7033605,1.97536,0.634
"437","ENSG00000166265","hurdle",0,-2.5157505,-0.1135778,2.4021727,0.634
"431","ENSG00000165757","hurdle",1.93229842465477e-136,-0.06156462,0.94641245,1.00797707,0.634
"409","ENSG00000163110","hurdle",4.92947387972357e-147,-0.3503411,0.5319186,0.8822597,0.634
"392","ENSG00000158710","hurdle",0,-3.0281759,-0.9178426,2.1103333,0.634
"224","ENSG00000124782","hurdle",3.78020093914913e-212,-1.7427348,-0.3060472,1.4366876,0.632
"174","ENSG00000112902","hurdle",5.12784696476927e-147,0.3339635,0.8528564,0.5188929,0.632
"307","ENSG00000138772","hurdle",0,-3.0043114,-0.6014091,2.4029023,0.631
"257","ENSG00000131477","hurdle",0,-3.096085,-0.60853,2.487555,0.631
"581","ENSG00000204301","hurdle",0,-2.923864,-0.612615,2.311249,0.63
"397","ENSG00000161381","hurdle",7.9624215227322e-200,-1.0749939,0.3011521,1.376146,0.63
"457","ENSG00000169129","hurdle",2.34448437906523e-167,-1.4117638,-0.1157504,1.2960134,0.629
"177","ENSG00000113361","hurdle",3.37583070525086e-138,-0.1356791,0.8187565,0.9544356,0.629
"146","ENSG00000107317","hurdle",7.56667766329428e-106,0.5570395,1.4892676,0.9322281,0.629
"91","ENSG00000091436","hurdle",1.16352620025057e-143,-0.8524576,0.168185,1.0206426,0.629
"51","ENSG00000069431","hurdle",2.7838745966057e-222,-1.847667,-0.142079,1.705588,0.629
"425","ENSG00000164604","hurdle",0,-1.3715343,0.6289634,2.0004977,0.628
"407","ENSG00000162946","hurdle",3.44456132055835e-131,0.02581013,0.7717377,0.74592757,0.628
"473","ENSG00000171408","hurdle",5.16867292533396e-104,1.409363,2.260259,0.850896,0.627
"402","ENSG00000162654","hurdle",0,-2.979367,-0.782834,2.196533,0.627
"393","ENSG00000159388","hurdle",2.83040291377447e-259,-1.827815,0.3455182,2.1733332,0.627
"379","ENSG00000154783","hurdle",1.44027755336525e-265,-2.2837722,-0.4366461,1.8471261,0.627
"310","ENSG00000139514","hurdle",0,-0.4959779,1.4336529,1.9296308,0.627
"258","ENSG00000131634","hurdle",0,-3.065508,-0.9930607,2.0724473,0.627
"246","ENSG00000130052","hurdle",0,-3.1538053,-0.9850952,2.1687101,0.627
"184","ENSG00000114698","hurdle",8.3606775416066e-242,-2.144846,-0.558421,1.586425,0.627
"574","ENSG00000198682","hurdle",2.21053924792466e-167,-0.98556315,0.08990795,1.0754711,0.626
"376","ENSG00000154133","hurdle",0,-3.227308,-0.93181,2.295498,0.626
"108","ENSG00000100906","hurdle",0,-1.980206,-0.1524491,1.8277569,0.626
"614","ENSG00000256235","hurdle",0,-3.0938147,-0.9745424,2.1192723,0.625
"515","ENSG00000179776","hurdle",0,-3.2372974,-0.8730541,2.3642433,0.625
"248","ENSG00000130147","hurdle",3.28466215888144e-263,-2.1460216,-0.2978018,1.8482198,0.625
"335","ENSG00000146122","hurdle",6.69106423211022e-128,-0.1741098,0.5832671,0.7573769,0.624
"233","ENSG00000127329","hurdle",3.29580475648998e-136,0.345889,1.588236,1.242347,0.622
"173","ENSG00000112837","hurdle",0,-3.274614,-0.809547,2.465067,0.622
"377","ENSG00000154330","hurdle",0,-2.6690544,-0.4285218,2.2405326,0.621
"511","ENSG00000179144","hurdle",0,-3.240308,-1.00778,2.232528,0.62
"358","ENSG00000150938","hurdle",2.59821827134296e-98,0.854243,1.892722,1.038479,0.62
"147","ENSG00000107562","hurdle",0,-2.9536118,-0.2524786,2.7011332,0.62
"1","ENSG00000002586","hurdle",1.49446948003348e-288,-2.71281,-1.00241,1.7104,0.62
"10","ENSG00000011028","hurdle",2.08322081392452e-232,-2.3696103,-0.7816837,1.5879266,0.619
"294","ENSG00000137819","hurdle",0,-3.1068048,-0.9203721,2.1864327,0.618
"245","ENSG00000129657","hurdle",9.19484295914058e-133,0.1508493,1.341644,1.1907947,0.618
"206","ENSG00000120156","hurdle",1.45220609161692e-199,-1.8799715,-0.2139563,1.6660152,0.618
"133","ENSG00000105655","hurdle",0,-2.851498,-1.030826,1.820672,0.618
"416","ENSG00000163565","hurdle",2.21847814093867e-231,-2.4342089,-0.8319936,1.6022153,0.617
"445","ENSG00000167601","hurdle",1.86254111292474e-265,-2.5864514,-0.7909118,1.7955396,0.616
"232","ENSG00000126878","hurdle",3.38082287633022e-251,-2.3967821,-0.6871162,1.7096659,0.616
"222","ENSG00000124440","hurdle",1.45049010481842e-176,-1.4771384,-0.2855214,1.191617,0.616
"512","ENSG00000179241","hurdle",8.63315131893421e-91,0.2450519,0.9660614,0.7210095,0.615
"212","ENSG00000121068","hurdle",0,-3.267687,-1.178932,2.088755,0.615
"552","ENSG00000188313","hurdle",2.5516949828098e-170,-1.6201195,-0.2342685,1.385851,0.613
"163","ENSG00000111404","hurdle",2.85454218977817e-281,-2.2828666,-0.7566066,1.52626,0.613
"114","ENSG00000101384","hurdle",9.77322223432175e-140,-1.6032276,-0.3885726,1.214655,0.613
"462","ENSG00000169715","hurdle",1.61140443925899e-268,-2.5597267,-0.7725143,1.7872124,0.612
"279","ENSG00000135678","hurdle",1.63724583719816e-197,-1.731925375,0.009134177,1.741059552,0.612
"213","ENSG00000121858","hurdle",0,-3.214918,-0.9588565,2.2560615,0.612
"195","ENSG00000117298","hurdle",6.03320978197547e-90,-0.133258,0.4939532,0.6272112,0.612
"579","ENSG00000203883","hurdle",0,-3.259266,-1.02401,2.235256,0.611
"138","ENSG00000105974","hurdle",0,-3.02861,-1.129806,1.898804,0.611
"2","ENSG00000003400","hurdle",0,-3.116452,-1.069607,2.046845,0.611
"483","ENSG00000172340","hurdle",1.36979535708867e-124,-1.3936368,-0.2453256,1.1483112,0.61
"334","ENSG00000145623","hurdle",0,-2.905828,-0.9216385,1.9841895,0.61
"259","ENSG00000131724","hurdle",3.02093475432727e-283,-2.778755,-1.032193,1.746562,0.61
"236","ENSG00000127946","hurdle",2.91548444320662e-82,0.202454,0.8289584,0.6265044,0.61
"454","ENSG00000168899","hurdle",0,-3.157357,-1.25511,1.902247,0.609
"330","ENSG00000144579","hurdle",3.82808629354655e-284,-2.75094,-1.137142,1.613798,0.609
"478","ENSG00000172037","hurdle",0,-3.126164,-1.333849,1.792315,0.608
"459","ENSG00000169291","hurdle",0,-3.19361,-1.183482,2.010128,0.608
"6","ENSG00000007062","hurdle",5.73898679461317e-258,-2.581671,-0.599381,1.98229,0.608
"496","ENSG00000175029","hurdle",2.72809591815738e-71,0.4200181,1.0463021,0.626284,0.607
"362","ENSG00000151617","hurdle",2.54009060225957e-246,-2.4583956,-0.7055403,1.7528553,0.607
"301","ENSG00000138185","hurdle",1.01413175029925e-165,-1.9209433,-0.3694373,1.551506,0.607
"288","ENSG00000137076","hurdle",8.14143142571e-167,-1.414382,-0.254073,1.160309,0.607
"60","ENSG00000073060","hurdle",1.8505183788083e-113,-0.1455218,0.8973437,1.0428655,0.607
"210","ENSG00000120896","hurdle",1.98199935854377e-207,-2.4068935,-0.9407693,1.4661242,0.606
"151","ENSG00000107738","hurdle",8.28405209648048e-284,-2.83396,-0.9824497,1.8515103,0.606
"69","ENSG00000077238","hurdle",1.34033452686645e-293,-2.887621,-1.065402,1.822219,0.606
"528","ENSG00000183853","hurdle",1.96919082647868e-161,-1.4523472,-0.4891906,0.9631566,0.605
"390","ENSG00000158195","hurdle",5.91954721881361e-91,-0.5250891,0.300066,0.8251551,0.605
"265","ENSG00000132688","hurdle",0,-3.054207,-1.207995,1.846212,0.605
"260","ENSG00000131981","hurdle",9.11490837673972e-311,-2.944173,-1.102261,1.841912,0.605
"129","ENSG00000104368","hurdle",4.70895113110341e-251,-2.4785447,-0.5090419,1.9695028,0.604
"55","ENSG00000071282","hurdle",2.23752701036593e-255,-2.6475813,-0.7475947,1.8999866,0.604
"21","ENSG00000028137","hurdle",2.74812596867917e-312,-2.887818,-1.232932,1.654886,0.604
"559","ENSG00000189221","hurdle",6.33638505964966e-166,-2.0463919,-0.5973557,1.4490362,0.603
"529","ENSG00000183943","hurdle",9.70329520138255e-178,-2.2858441,-0.8142437,1.4716004,0.603
"564","ENSG00000196924","hurdle",1.11169620032751e-179,-1.9383559,-0.5042906,1.4340653,0.602
"476","ENSG00000171729","hurdle",3.73547877322226e-206,-2.5432137,-0.9877455,1.5554682,0.602
"135","ENSG00000105854","hurdle",8.77679512724938e-114,-1.5374939,-0.4603767,1.0771172,0.602
"76","ENSG00000080200","hurdle",7.8295656762772e-96,-0.8742123,-0.1465142,0.7276981,0.602
"497","ENSG00000175183","hurdle",1.02025509826264e-163,-2.2219673,-0.8596415,1.3623258,0.601
