"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.OPC","log2fold_change","Auc"
"298","ENSG00000185942","hurdle",0,1.338457,2.571139,1.232682,0.804
"132","ENSG00000132669","hurdle",0,-0.1864851,1.6482519,1.834737,0.802
"76","ENSG00000107104","hurdle",0,-0.2356256,1.5982866,1.8339122,0.802
"181","ENSG00000148498","hurdle",0,0.4877107,1.893142,1.4054313,0.801
"33","ENSG00000079482","hurdle",0,1.227541,2.817729,1.590188,0.8
"247","ENSG00000168461","hurdle",0,-0.8520028,1.3472857,2.1992885,0.799
"197","ENSG00000152953","hurdle",0,-1.931163,0.9531404,2.8843034,0.797
"322","ENSG00000203805","hurdle",0,-2.272073,0.726966,2.999039,0.788
"288","ENSG00000182132","hurdle",0,0.2466484,1.6598304,1.413182,0.788
"239","ENSG00000165895","hurdle",0,-1.2546452,0.9985119,2.2531571,0.785
"8","ENSG00000031081","hurdle",0,-1.650284,0.8566469,2.5069309,0.784
"125","ENSG00000130787","hurdle",0,-0.4900986,1.3618262,1.8519248,0.783
"101","ENSG00000116132","hurdle",0,-1.020676,1.261484,2.28216,0.783
"194","ENSG00000152492","hurdle",0,-0.5467361,1.4101956,1.9569317,0.781
"138","ENSG00000134569","hurdle",0,-1.8205445,0.5908995,2.411444,0.781
"219","ENSG00000162849","hurdle",0,0.803985,1.98317,1.179185,0.778
"178","ENSG00000148143","hurdle",0,0.3388307,1.9790259,1.6401952,0.778
"292","ENSG00000183960","hurdle",0,0.2837789,1.5296278,1.2458489,0.774
"54","ENSG00000101542","hurdle",0,1.522697,2.652398,1.129701,0.772
"119","ENSG00000127249","hurdle",0,-0.8574115,0.9630927,1.8205042,0.768
"134","ENSG00000133401","hurdle",0,2.558157,3.199207,0.64105,0.767
"18","ENSG00000060718","hurdle",0,0.9201003,2.1072737,1.1871734,0.766
"218","ENSG00000162670","hurdle",0,2.314097,3.162635,0.848538,0.764
"278","ENSG00000179314","hurdle",0,-2.2609936,0.3950062,2.6559998,0.763
"82","ENSG00000111962","hurdle",0,0.6014406,1.9873021,1.3858615,0.763
"183","ENSG00000148948","hurdle",0,4.478989,5.391733,0.912744,0.761
"133","ENSG00000132692","hurdle",0,-1.486842,0.6461151,2.1329571,0.761
"22","ENSG00000064989","hurdle",0,-1.4279711,0.8619758,2.2899469,0.761
"269","ENSG00000175928","hurdle",0,0.1366852,1.5216207,1.3849355,0.76
"268","ENSG00000174945","hurdle",0,-1.0231484,0.8826935,1.9058419,0.759
"254","ENSG00000170017","hurdle",0,1.539958,2.637178,1.09722,0.759
"217","ENSG00000162599","hurdle",0,1.886042,2.795943,0.909901,0.759
"312","ENSG00000196376","hurdle",0,2.83252,3.69074,0.85822,0.753
"192","ENSG00000152208","hurdle",0,3.551832,4.26226,0.710428,0.753
"293","ENSG00000184221","hurdle",0,-2.341206,0.2790577,2.6202637,0.752
"258","ENSG00000171094","hurdle",0,0.4274839,1.6572392,1.2297553,0.752
"149","ENSG00000136297","hurdle",0,-0.6435576,1.112958,1.7565156,0.752
"250","ENSG00000169129","hurdle",0,-1.4937576,0.6484892,2.1422468,0.751
"208","ENSG00000156103","hurdle",0,2.608458,3.586882,0.978424,0.751
"276","ENSG00000178764","hurdle",0,-0.1264855,1.459702,1.5861875,0.748
"231","ENSG00000164309","hurdle",0,-0.7444179,0.8158289,1.5602468,0.743
"112","ENSG00000123104","hurdle",0,1.503641,2.125453,0.621812,0.743
"85","ENSG00000112531","hurdle",5.99896962655239e-290,2.865594,3.707402,0.841808,0.742
"71","ENSG00000105894","hurdle",0,0.06577778,1.45591186,1.39013408,0.741
"277","ENSG00000179241","hurdle",0,0.2121973,1.4798386,1.2676413,0.738
"205","ENSG00000154975","hurdle",0,3.062617,3.5909,0.528283,0.735
"97","ENSG00000115183","hurdle",0,-0.4039828,1.0228711,1.4268539,0.734
"336","ENSG00000227220","hurdle",0,-0.8459006,0.7602758,1.6061764,0.73
"220","ENSG00000162944","hurdle",0,-0.8407718,0.7893958,1.6301676,0.73
"261","ENSG00000171587","hurdle",0,4.670219,5.443285,0.773066,0.729
"241","ENSG00000166033","hurdle",0,-0.9842478,0.6979205,1.6821683,0.728
"342","ENSG00000242808","hurdle",4.09556659761876e-284,1.774149,3.009635,1.235486,0.727
"77","ENSG00000109686","hurdle",3.50410432508673e-285,1.14845,2.120673,0.972223,0.726
"30","ENSG00000077782","hurdle",0,-0.4484735,0.9858009,1.4342744,0.726
"104","ENSG00000118322","hurdle",0,-0.9085143,1.0657784,1.9742927,0.725
"203","ENSG00000154493","hurdle",0,0.1562695,1.1050283,0.9487588,0.721
"144","ENSG00000135905","hurdle",0,1.332973,1.983922,0.650949,0.721
"115","ENSG00000125462","hurdle",2.51166095300698e-282,0.3023138,1.5654967,1.2631829,0.719
"204","ENSG00000154856","hurdle",0,-1.96972804,0.09217953,2.06190757,0.718
"93","ENSG00000114200","hurdle",0,-2.71131798,0.06755356,2.77887154,0.718
"49","ENSG00000101144","hurdle",0,-2.23111083,-0.01871226,2.21239857,0.716
"354","ENSG00000259048","hurdle",0,-0.6645069,1.109171,1.7736779,0.715
"215","ENSG00000162407","hurdle",0,-0.943617,0.6413553,1.5849723,0.715
"185","ENSG00000150361","hurdle",0,-0.4562236,0.8103265,1.2665501,0.713
"199","ENSG00000153823","hurdle",4.72802074941866e-293,1.784051,2.396702,0.612651,0.71
"255","ENSG00000170075","hurdle",0,-2.4472063,-0.2414814,2.2057249,0.709
"87","ENSG00000112769","hurdle",0,-0.9635055,0.4970658,1.4605713,0.707
"257","ENSG00000170873","hurdle",2.81735578360817e-236,1.171312,2.037255,0.865943,0.705
"43","ENSG00000095015","hurdle",6.56986122165737e-297,-0.7790171,0.7448269,1.523844,0.705
"120","ENSG00000127328","hurdle",1.2519618984087e-243,-0.07154949,1.04790531,1.1194548,0.704
"209","ENSG00000157734","hurdle",0,-2.925049,-0.3350011,2.5900479,0.703
"46","ENSG00000100095","hurdle",5.30302974646782e-284,1.961365,2.52937,0.568005,0.703
"45","ENSG00000099954","hurdle",1.08551023911392e-307,-1.058158,0.491787,1.549945,0.703
"41","ENSG00000091656","hurdle",1.5200904685964e-303,0.2739179,1.0823795,0.8084616,0.703
"222","ENSG00000163110","hurdle",3.20395705787126e-295,-0.3552935,0.6738828,1.0291763,0.7
"131","ENSG00000132613","hurdle",8.29508867476944e-260,-0.6167259,0.6588887,1.2756146,0.699
"327","ENSG00000205927","hurdle",0,-2.8760369,-0.3885112,2.4875257,0.696
"253","ENSG00000169432","hurdle",4.29373155846412e-297,-0.2546041,0.8022465,1.0568506,0.696
"19","ENSG00000064270","hurdle",0,-1.85728208,-0.05070575,1.80657633,0.696
"107","ENSG00000120907","hurdle",0,-0.4292429,0.4580789,0.8873218,0.695
"114","ENSG00000124440","hurdle",0,-1.5115326,0.1502917,1.6618243,0.694
"39","ENSG00000089250","hurdle",0,-1.3593385,0.2009871,1.5603256,0.694
"344","ENSG00000244128","hurdle",2.45729823824538e-246,0.9563993,1.6071015,0.6507022,0.691
"58","ENSG00000102934","hurdle",2.17884599995247e-316,-1.5372675,0.06186526,1.59913276,0.691
"365","ENSG00000287550","hurdle",0,-2.9588111,-0.3846225,2.5741886,0.69
"105","ENSG00000118515","hurdle",1.0781674672312e-200,0.8300209,1.6036799,0.773659,0.686
"130","ENSG00000132561","hurdle",5.27159586059167e-293,-1.51887118,0.08588718,1.60475836,0.685
"99","ENSG00000115935","hurdle",1.29617863794462e-274,-1.1976213,0.3767945,1.5744158,0.685
"47","ENSG00000100146","hurdle",0,-2.204882,-0.2441213,1.9607607,0.685
"168","ENSG00000144791","hurdle",0,-2.2173828,-0.1812169,2.0361659,0.684
"51","ENSG00000101203","hurdle",0,-3.080928,-0.421995,2.658933,0.684
"235","ENSG00000165246","hurdle",2.64614483748576e-193,1.43993,2.352683,0.912753,0.683
"308","ENSG00000196083","hurdle",4.11430185754922e-257,0.08828499,0.91933025,0.83104526,0.681
"275","ENSG00000178538","hurdle",3.6122221283767e-308,-1.4339658,0.3853599,1.8193257,0.681
"113","ENSG00000123384","hurdle",3.91108641401192e-179,0.4214095,1.2586899,0.8372804,0.681
"364","ENSG00000286778","hurdle",0,-2.44461046,0.08448514,2.5290956,0.68
"353","ENSG00000258733","hurdle",5.64807687177418e-314,-1.472155,0.451568,1.923723,0.68
"316","ENSG00000197299","hurdle",0,-2.6762129,-0.4788974,2.1973155,0.68
"284","ENSG00000181804","hurdle",7.34656096734946e-189,0.6961957,1.2988397,0.602644,0.68
"108","ENSG00000121957","hurdle",3.64873572800238e-205,-0.3890016,0.7764296,1.1654312,0.68
"251","ENSG00000169181","hurdle",4.66580856559561e-260,-0.05303356,0.71115426,0.76418782,0.675
"232","ENSG00000164574","hurdle",1.15244574174701e-203,-0.5648278,0.4944288,1.0592566,0.675
"206","ENSG00000155324","hurdle",3.3326047025759e-207,-0.4751205,0.5345135,1.009634,0.673
"166","ENSG00000143842","hurdle",0,-2.4074857,-0.4552546,1.9522311,0.671
"123","ENSG00000129116","hurdle",1.06210812938231e-170,0.0428111,0.9469816,0.9041705,0.67
"321","ENSG00000198795","hurdle",1.64736571155925e-190,-0.3407735,0.6757461,1.0165196,0.669
"70","ENSG00000105855","hurdle",2.43442546096741e-186,-0.2363114,0.5814879,0.8177993,0.669
"227","ENSG00000163697","hurdle",4.67393645726188e-155,2.069818,2.659242,0.589424,0.668
"40","ENSG00000091490","hurdle",4.77629821397836e-242,-0.8390662,0.1642953,1.0033615,0.668
"174","ENSG00000146648","hurdle",3.13877288806528e-271,-0.4581495,0.2537086,0.7118581,0.666
"63","ENSG00000103528","hurdle",1.84541276440194e-204,-0.6002611,0.3490384,0.9492995,0.666
"265","ENSG00000173546","hurdle",0,-3.0545199,-0.7419318,2.3125881,0.665
"230","ENSG00000164300","hurdle",2.02178829193289e-149,0.5109104,1.4335102,0.9225998,0.663
"152","ENSG00000137478","hurdle",4.69678058909294e-151,1.630012,2.229968,0.599956,0.663
"127","ENSG00000131094","hurdle",0,-2.6645867,-0.6364387,2.028148,0.663
"173","ENSG00000146592","hurdle",3.25811269022273e-174,0.4780708,1.1742153,0.6961445,0.661
"301","ENSG00000186998","hurdle",3.15350370246837e-264,-1.882434,-0.268996,1.613438,0.66
"167","ENSG00000144230","hurdle",0,-3.2383738,-0.7307817,2.5075921,0.658
"307","ENSG00000189058","hurdle",4.9683151352587e-233,-1.6962038,-0.2257428,1.470461,0.657
"155","ENSG00000138193","hurdle",9.20610381222881e-215,-0.97267019,0.03162803,1.00429822,0.655
"326","ENSG00000205683","hurdle",1.43849296724114e-177,-0.6201798,0.3189504,0.9391302,0.654
"6","ENSG00000020577","hurdle",4.1808502110588e-142,1.194384,1.84655,0.652166,0.654
"191","ENSG00000151892","hurdle",7.15284517943722e-227,-1.3028065,-0.0921182,1.2106883,0.653
"3","ENSG00000008311","hurdle",4.09481150175546e-206,-1.5834784,-0.2450023,1.3384761,0.653
"60","ENSG00000103196","hurdle",0,-2.4053808,-0.3145106,2.0908702,0.652
"357","ENSG00000259417","hurdle",4.29412280918321e-312,-1.8887913,-0.3519853,1.536806,0.651
"137","ENSG00000134508","hurdle",2.38851838330191e-132,0.06514543,1.00482569,0.93968026,0.649
"325","ENSG00000205336","hurdle",4.74135232249266e-205,-1.7129397,-0.3154357,1.397504,0.648
"94","ENSG00000114646","hurdle",1.95410432381543e-146,-0.7679774,0.2630344,1.0310118,0.647
"12","ENSG00000049089","hurdle",1.27854654637826e-280,-2.3367868,-0.6468805,1.6899063,0.647
"1","ENSG00000005513","hurdle",1.59731480833224e-264,-2.200374,-0.5920446,1.6083294,0.647
"170","ENSG00000145555","hurdle",1.01594762104298e-168,-0.94820597,-0.01269789,0.93550808,0.646
"164","ENSG00000140807","hurdle",3.74606558514044e-203,-1.5762781,-0.3080515,1.2682266,0.645
"13","ENSG00000049192","hurdle",8.35602196417804e-235,-0.8370317,0.1496214,0.9866531,0.645
"161","ENSG00000139946","hurdle",1.58116410599261e-143,0.004616577,0.719759279,0.715142702,0.643
"156","ENSG00000138448","hurdle",5.30536190715251e-129,-0.5419112,0.4096359,0.9515471,0.642
"348","ENSG00000248184","hurdle",0,-3.2195138,-0.7531688,2.466345,0.639
"198","ENSG00000153822","hurdle",0,-2.9234417,-0.8733541,2.0500876,0.639
"26","ENSG00000069869","hurdle",1.73427452281677e-229,-2.042225,-0.4532169,1.5890081,0.639
"20","ENSG00000064655","hurdle",2.47494995867411e-216,-1.610865,-0.3739824,1.2368826,0.638
"244","ENSG00000166573","hurdle",1.88669041293096e-293,-2.155227,-0.6620977,1.4931293,0.637
"159","ENSG00000138669","hurdle",8.80618950211157e-199,-0.5438778,0.1341193,0.6779971,0.637
"234","ENSG00000165029","hurdle",5.3402222401885e-161,-1.2513648,-0.2485319,1.0028329,0.635
"189","ENSG00000151414","hurdle",4.19069360774184e-117,-0.5606837,0.3337778,0.8944615,0.635
"100","ENSG00000116117","hurdle",1.0322350129172e-150,-0.1489361,0.4986457,0.6475818,0.635
"190","ENSG00000151491","hurdle",8.62230819488022e-136,-0.4237648,0.2924782,0.716243,0.634
"135","ENSG00000134250","hurdle",4.99071878871049e-187,-1.7364716,-0.5135112,1.2229604,0.634
"67","ENSG00000105088","hurdle",2.96375307935825e-116,-0.02400128,0.60416917,0.62817045,0.634
"14","ENSG00000050405","hurdle",1.615852166193e-132,-0.98445728,0.09774979,1.08220707,0.633
"211","ENSG00000158352","hurdle",5.67201876475919e-188,-0.73117631,0.08097408,0.81215039,0.632
"172","ENSG00000146477","hurdle",0,-2.6590592,-0.6918205,1.9672387,0.631
"136","ENSG00000134376","hurdle",4.21573278431587e-113,0.009278916,0.718403999,0.709125083,0.631
"106","ENSG00000120156","hurdle",2.08092501192081e-193,-1.8565151,-0.3163614,1.5401537,0.631
"59","ENSG00000103089","hurdle",2.40055240808114e-228,-0.9186355,-0.2663102,0.6523253,0.631
"50","ENSG00000101198","hurdle",0,-2.869832,-1.016454,1.853378,0.631
"25","ENSG00000067955","hurdle",4.62573763210485e-130,-1.12956013,-0.08658002,1.04298011,0.631
"313","ENSG00000196526","hurdle",3.4624493237623e-114,0.07251403,0.75323398,0.68071995,0.63
"223","ENSG00000163235","hurdle",6.56717607909285e-278,-2.6248619,-0.9036408,1.7212211,0.629
"272","ENSG00000177694","hurdle",3.23179026179747e-89,1.295486,1.88853,0.593044,0.628
"213","ENSG00000160307","hurdle",6.04828858959636e-147,-1.4090804,-0.4031878,1.0058926,0.628
"31","ENSG00000077943","hurdle",1.64304635775764e-222,-0.7378702,-0.1694603,0.5684099,0.627
"38","ENSG00000088881","hurdle",1.28713960360136e-166,-1.8727083,-0.6249247,1.2477836,0.626
"32","ENSG00000079335","hurdle",6.77657753824269e-205,-1.5449702,-0.5370572,1.007913,0.626
"302","ENSG00000187098","hurdle",2.54504379892564e-125,-0.6860204,0.1576438,0.8436642,0.625
"279","ENSG00000179455","hurdle",7.56344181115666e-145,-1.4374742,-0.2906639,1.1468103,0.625
"69","ENSG00000105854","hurdle",1.12372085624352e-150,-1.5283836,-0.4976746,1.030709,0.625
"37","ENSG00000085117","hurdle",1.15113045005339e-240,-2.4693155,-0.7925579,1.6767576,0.625
"335","ENSG00000227110","hurdle",5.62363462054319e-84,1.044176,1.714104,0.669928,0.624
"267","ENSG00000174607","hurdle",3.81703773105978e-176,-0.6150628,-0.1112693,0.5037935,0.623
"90","ENSG00000113296","hurdle",1.21434265222224e-132,-1.4833596,-0.4440827,1.0392769,0.623
"355","ENSG00000259070","hurdle",8.49730527477705e-153,-0.8823219,0.1060651,0.988387,0.622
"266","ENSG00000173905","hurdle",4.33298972980503e-115,-0.4586223,0.1307271,0.5893494,0.621
"5","ENSG00000019144","hurdle",3.0528725013421e-104,-0.8680486,-0.04225769,0.82579091,0.62
"96","ENSG00000114993","hurdle",2.31713466053488e-212,-2.513972,-1.062306,1.451666,0.619
"175","ENSG00000146966","hurdle",2.89971218676048e-97,-0.5417956,0.1589766,0.7007722,0.618
"2","ENSG00000007062","hurdle",1.02926018051106e-256,-2.5302401,-0.8760813,1.6541588,0.618
"351","ENSG00000256463","hurdle",2.74359741433561e-300,-2.865389,-1.127425,1.737964,0.617
"264","ENSG00000173193","hurdle",1.26497099696634e-178,-2.164927,-0.900861,1.264066,0.614
"256","ENSG00000170802","hurdle",3.30514899015407e-83,-0.526274,0.2449498,0.7712238,0.614
"242","ENSG00000166348","hurdle",7.53087786909783e-72,0.5021911,1.1225532,0.6203621,0.614
"176","ENSG00000147588","hurdle",2.20523673638895e-141,-1.9118121,-0.6644531,1.247359,0.613
"297","ENSG00000185650","hurdle",2.14477379196231e-148,-1.5128915,-0.6822424,0.8306491,0.612
"78","ENSG00000110092","hurdle",6.3121487917329e-203,-2.4665332,-0.8829219,1.5836113,0.612
"124","ENSG00000130413","hurdle",6.05539774707306e-105,-0.3146315,0.289439,0.6040705,0.609
"319","ENSG00000198373","hurdle",8.51651470082272e-72,-0.2452562,0.4395546,0.6848108,0.608
"311","ENSG00000196338","hurdle",1.32183264051921e-93,-1.3288994,-0.4552546,0.8736448,0.608
"24","ENSG00000065361","hurdle",3.23054246947558e-134,-1.7884632,-0.7197171,1.0687461,0.608
"362","ENSG00000269834","hurdle",1.03040889335615e-117,-1.6985214,-0.5675916,1.1309298,0.607
"262","ENSG00000172340","hurdle",4.02791228245121e-102,-1.3768287,-0.3768765,0.9999522,0.607
"15","ENSG00000056487","hurdle",6.22067214356689e-116,-1.403118,-0.5305973,0.8725207,0.606
"263","ENSG00000172380","hurdle",6.86359623724179e-137,-1.4549278,-0.6180602,0.8368676,0.605
"154","ENSG00000137965","hurdle",2.21115449630789e-238,-2.787851,-1.256505,1.531346,0.604
"282","ENSG00000181449","hurdle",4.20294299886121e-108,-1.6587834,-0.7481638,0.9106196,0.603
"352","ENSG00000258569","hurdle",2.19670195768266e-119,-1.9536449,-0.7771827,1.1764622,0.602
"291","ENSG00000182648","hurdle",5.45614071020048e-77,-0.75286758,0.03308235,0.78594993,0.602
"347","ENSG00000247675","hurdle",2.56197348706256e-205,-2.711491,-1.137206,1.574285,0.601
"315","ENSG00000196739","hurdle",8.23823980261512e-134,-2.1561705,-0.9502974,1.2058731,0.599
"66","ENSG00000104368","hurdle",7.02504259670681e-157,-2.400621,-1.054562,1.346059,0.599
"332","ENSG00000224243","hurdle",2.84752970181058e-162,-1.865939,-1.071654,0.794285,0.598
"340","ENSG00000239381","hurdle",4.58886577467767e-98,-1.567151,-0.489299,1.077852,0.597
"95","ENSG00000114698","hurdle",2.07384086918025e-142,-2.094621,-0.9866759,1.1079451,0.597
"349","ENSG00000253807","hurdle",4.83705057169631e-84,-0.5828717,0.2784447,0.8613164,0.594
"148","ENSG00000136235","hurdle",3.15786101466744e-315,-3.126893,-1.155312,1.971581,0.594
"7","ENSG00000030419","hurdle",2.93695459348485e-62,-0.78799237,-0.08579058,0.70220179,0.593
"274","ENSG00000178075","hurdle",2.57664127754806e-86,-1.2222345,-0.5686941,0.6535404,0.592
"142","ENSG00000135318","hurdle",5.31540280908035e-140,-2.467997,-1.183749,1.284248,0.592
"216","ENSG00000162512","hurdle",9.65838428512866e-61,-0.8205772,-0.262737,0.5578402,0.591
"201","ENSG00000154274","hurdle",5.11303026013289e-142,-2.3778808,-0.9793264,1.3985544,0.591
"64","ENSG00000103966","hurdle",2.91813020275958e-136,-2.412832,-1.143764,1.269068,0.591
"358","ENSG00000262223","hurdle",5.09498426846375e-99,-1.7407997,-0.8490384,0.8917613,0.59
"103","ENSG00000116525","hurdle",3.29041207704021e-95,-1.8630476,-0.8172422,1.0458054,0.59
"202","ENSG00000154309","hurdle",1.78281372517547e-60,-0.54314482,0.01994031,0.56308513,0.589
"243","ENSG00000166387","hurdle",1.33930422135562e-67,-1.2997407,-0.5241663,0.7755744,0.588
"91","ENSG00000113916","hurdle",4.17592469645238e-64,-1.0597023,-0.2779847,0.7817176,0.588
"29","ENSG00000076604","hurdle",4.04239721260045e-193,-2.884221,-1.491388,1.392833,0.588
"42","ENSG00000092758","hurdle",9.02827579099538e-126,-2.479465,-1.296132,1.183333,0.587
"160","ENSG00000139292","hurdle",3.53587158256086e-107,-1.7361189,-0.9289026,0.8072163,0.586
"162","ENSG00000140455","hurdle",2.27390915100578e-59,-1.0662828,-0.3855937,0.6806891,0.585
"323","ENSG00000203876","hurdle",9.07583537689254e-80,-1.4310367,-0.6422304,0.7888063,0.584
"153","ENSG00000137628","hurdle",8.24124401926139e-151,-2.718617,-1.376877,1.34174,0.584
"52","ENSG00000101265","hurdle",1.02469532726552e-81,-1.8480096,-0.9603912,0.8876184,0.584
"16","ENSG00000056736","hurdle",5.13813626608399e-173,-2.886372,-1.559897,1.326475,0.584
"240","ENSG00000166016","hurdle",4.54754205042663e-66,-1.2087738,-0.3749465,0.8338273,0.583
"237","ENSG00000165478","hurdle",1.08030766920146e-83,-1.6439009,-0.9734737,0.6704272,0.583
"110","ENSG00000122863","hurdle",2.83768936845703e-125,-2.54917,-1.367252,1.181918,0.583
"324","ENSG00000204580","hurdle",1.59630500433078e-89,-2.158886,-1.166953,0.991933,0.582
"188","ENSG00000150893","hurdle",8.77046005747659e-154,-2.54886,-1.238846,1.310014,0.581
"343","ENSG00000243069","hurdle",7.87537839115092e-79,-1.2966814,-0.7209423,0.5757391,0.579
"289","ENSG00000182158","hurdle",1.82280280129273e-51,-1.1962257,-0.5457155,0.6505102,0.579
"195","ENSG00000152518","hurdle",2.06518391531962e-93,-2.13416,-1.155312,0.978848,0.579
"186","ENSG00000150551","hurdle",4.2512911663923e-142,-2.703538,-1.47063,1.232908,0.578
"299","ENSG00000186340","hurdle",1.25808523370626e-95,-2.40146,-1.384623,1.016837,0.576
"88","ENSG00000112773","hurdle",2.04488940475191e-117,-2.2425889,-0.9763971,1.2661918,0.576
"80","ENSG00000111077","hurdle",1.43235777202152e-73,-2.117295,-1.219668,0.897627,0.576
"75","ENSG00000106948","hurdle",7.4600687859379e-71,-2.05218,-1.19222,0.85996,0.576
"360","ENSG00000265972","hurdle",1.21835274875606e-92,-2.122587,-1.329384,0.793203,0.574
"145","ENSG00000136144","hurdle",7.17899304095158e-44,-1.125281,-0.496625,0.628656,0.574
"341","ENSG00000241316","hurdle",7.08180618644387e-51,-1.1141231,-0.4675416,0.6465815,0.573
"84","ENSG00000112309","hurdle",2.24321617758054e-52,-1.3611732,-0.7632312,0.597942,0.573
"57","ENSG00000102760","hurdle",1.21174721849378e-59,-1.705669,-1.005962,0.699707,0.573
"226","ENSG00000163638","hurdle",1.66222398087213e-83,-1.76984,-1.079491,0.690349,0.572
"86","ENSG00000112715","hurdle",1.25485728978988e-68,-1.6865443,-0.6562259,1.0303184,0.572
"286","ENSG00000181938","hurdle",3.34326673410886e-85,-2.281951,-1.129051,1.1529,0.571
"169","ENSG00000144908","hurdle",4.42837885018637e-98,-2.176726,-1.404172,0.772554,0.571
"116","ENSG00000125820","hurdle",2.39224774857473e-130,-2.892059,-1.741932,1.150127,0.571
"171","ENSG00000146005","hurdle",2.74445576098845e-45,-1.3292984,-0.8016031,0.5276953,0.57
"36","ENSG00000084636","hurdle",3.07016153074143e-44,-1.4519559,-0.8251258,0.6268301,0.57
"180","ENSG00000148411","hurdle",5.10208807049198e-42,-1.2804524,-0.7556779,0.5247745,0.569
"72","ENSG00000105939","hurdle",1.45101470363602e-79,-2.308191,-1.376877,0.931314,0.569
"55","ENSG00000101605","hurdle",5.61157161066401e-62,-1.989036,-1.098474,0.890562,0.568
"361","ENSG00000266714","hurdle",1.833046938196e-56,-2.048562,-1.256505,0.792057,0.566
"350","ENSG00000256043","hurdle",3.23925019436041e-86,-2.573069,-1.542463,1.030606,0.566
"300","ENSG00000186951","hurdle",2.67701082283649e-55,-1.86903,-1.185439,0.683591,0.566
"248","ENSG00000168874","hurdle",4.75698250974035e-135,-2.984557,-1.831729,1.152828,0.565
"273","ENSG00000177807","hurdle",1.0462489282584e-50,-1.871546,-1.228354,0.643192,0.563
