"SAMPLE_ID","Sample","BrNum","pos","Position","library_prep","library_type","library_combo","batch","round","fastq1","fastq2","strandness","basic_statistics","per_base_sequence_quality","per_tile_sequence_quality","per_sequence_quality_scores","per_base_sequence_content","per_sequence_gc_content","per_base_n_content","sequence_length_distribution","sequence_duplication_levels","overrepresented_sequences","adapter_content","kmer_content","SeqLength_R1","percentGC_R1","phred15.19_R1","phred65.69_R1","phred115.119_R1","phred150.151_R1","phredGT30_R1","phredGT35_R1","Adapter65.69_R1","Adapter100.104_R1","Adapter140_R1","SeqLength_R2","percentGC_R2","phred15.19_R2","phred65.69_R2","phred115.119_R2","phred150.151_R2","phredGT30_R2","phredGT35_R2","Adapter65.69_R2","Adapter100.104_R2","Adapter140_R2","trimmed","ERCCsumLogErr","numReads","numMapped","numUnmapped","overallMapRate","concordMapRate","bamFile","totalMapped","mitoMapped","mitoRate","totalAssignedGene","gene_Assigned","gene_Unassigned_Unmapped","gene_Unassigned_Read_Type","gene_Unassigned_Singleton","gene_Unassigned_MappingQuality","gene_Unassigned_Chimera","gene_Unassigned_FragmentLength","gene_Unassigned_Duplicate","gene_Unassigned_MultiMapping","gene_Unassigned_Secondary","gene_Unassigned_NonSplit","gene_Unassigned_NoFeatures","gene_Unassigned_Overlapping_Length","gene_Unassigned_Ambiguity","rRNA_rate"
"2107UNHS-0291_Br2720_Mid_Bulk","Br2720_mid","Br2720","mid","Middle","Bulk","polyA","polyA_Bulk","2107UNHS-0291",1,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br2720_Mid_Bulk/2107UNHS-0291_Br2720_Mid_Bulk_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br2720_Mid_Bulk/2107UNHS-0291_Br2720_Mid_Bulk_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","FAIL/WARN","WARN","PASS","WARN","FAIL","PASS/WARN","PASS","NA","75-151","49","37.0","37.0","37.0","37.0",NA,NA,2.3772207669537e-06,0.000105548602052744,0.00164028232919805,"75-151","49","37.0","37.0","37.0","37.0",NA,NA,5.84796308670611e-05,0.000245329183149622,0.00150240352471474,TRUE,NA,84131858,83329585,802273,0.9905,0.9818,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/2107UNHS-0291_Br2720_Mid_Bulk_sorted.bam",76342891,12271839,0.13848531728303,0.832165596537784,37069290,0,0,0,0,0,0,0,4129285,0,0,1498161,0,1848833,1.88835556332479e-07
"2107UNHS-0291_Br2720_Mid_Cyto","Br2720_mid","Br2720","mid","Middle","Cyto","polyA","polyA_Cyto","2107UNHS-0291",1,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br2720_Mid_Cyto/2107UNHS-0291_Br2720_Mid_Cyto_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br2720_Mid_Cyto/2107UNHS-0291_Br2720_Mid_Cyto_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","FAIL/WARN","WARN","PASS","WARN","FAIL","PASS/WARN","PASS","NA","75-151","51","37.0","37.0","37.0","37.0",NA,NA,1.75825702995996e-06,0.000128001111781085,0.00236485570529615,"75-151","51","37.0","37.0","37.0","37.0",NA,NA,2.28573413894795e-05,0.000156133224260445,0.00133627534276957,TRUE,NA,113749012,112723726,1025286,0.991,0.9822,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/2107UNHS-0291_Br2720_Mid_Cyto_sorted.bam",106769133,14278364,0.117956705870589,0.823718413351799,50122319,0,0,0,0,0,0,0,6394717,0,0,1265301,0,3066514,5.9853575410188e-08
"2107UNHS-0291_Br2720_Mid_Nuc","Br2720_mid","Br2720","mid","Middle","Nuc","polyA","polyA_Nuc","2107UNHS-0291",1,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br2720_Mid_Nuc/2107UNHS-0291_Br2720_Mid_Nuc_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br2720_Mid_Nuc/2107UNHS-0291_Br2720_Mid_Nuc_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","FAIL/WARN","WARN/FAIL","PASS","WARN","FAIL","PASS/WARN","PASS","NA","75-151","51","37.0","37.0","37.0","37.0",NA,NA,3.74780938199242e-06,9.85673867464006e-05,0.00258598847357477,"75-151","51","37.0","37.0","37.0","37.0",NA,NA,2.47355419211499e-05,0.000156283651229084,0.00132297671184332,TRUE,NA,106729014,105583713,1145301,0.9893,0.9795,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/2107UNHS-0291_Br2720_Mid_Nuc_sorted.bam",94973285,17988873,0.159246895761322,0.820057522171397,46595529,0,0,0,0,0,0,0,5714125,0,0,2066421,0,2443755,1.93151578985185e-07
"2107UNHS-0291_Br6432_Ant_Bulk","Br6432_ant","Br6432","ant","Anterior","Bulk","polyA","polyA_Bulk","2107UNHS-0291",1,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6432_Ant_Bulk/2107UNHS-0291_Br6432_Ant_Bulk_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6432_Ant_Bulk/2107UNHS-0291_Br6432_Ant_Bulk_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","FAIL/WARN","WARN","PASS","WARN","FAIL","PASS/WARN","PASS","NA","75-151","50","37.0","37.0","37.0","37.0",NA,NA,1.56858037306488e-05,6.6926095917435e-05,0.00205658315579618,"75-151","50","37.0","37.0","37.0","37.0",NA,NA,2.89315935476411e-05,0.000118863534936694,0.001265321500939,TRUE,NA,114753444,113578996,1174448,0.9898,0.9805,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/2107UNHS-0291_Br6432_Ant_Bulk_sorted.bam",100607193,20020391,0.165968598028126,0.824750421312021,50028309,0,0,0,0,0,0,0,5637870,0,0,2420218,0,2572328,1.79898145268112e-07
"2107UNHS-0291_Br6432_Ant_Cyto","Br6432_ant","Br6432","ant","Anterior","Cyto","polyA","polyA_Cyto","2107UNHS-0291",1,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6432_Ant_Cyto/2107UNHS-0291_Br6432_Ant_Cyto_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6432_Ant_Cyto/2107UNHS-0291_Br6432_Ant_Cyto_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","FAIL/WARN","WARN","PASS","WARN","FAIL","PASS/WARN","PASS","NA","75-151","52","37.0","37.0","37.0","37.0",NA,NA,7.80978325300277e-06,0.000162964143879324,0.00301978285782774,"75-151","52","37.0","37.0","37.0","37.0",NA,NA,5.20652216866851e-06,0.000221277192168412,0.00167129361614259,TRUE,NA,76826716,76094997,731719,0.9905,0.9822,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/2107UNHS-0291_Br6432_Ant_Cyto_sorted.bam",71460971,10345791,0.126466208257943,0.819931412432442,33722504,0,0,0,0,0,0,0,4445635,0,0,861898,0,2098408,1.77922730767561e-07
"2107UNHS-0291_Br6432_Ant_Nuc","Br6432_ant","Br6432","ant","Anterior","Nuc","polyA","polyA_Nuc","2107UNHS-0291",1,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6432_Ant_Nuc/2107UNHS-0291_Br6432_Ant_Nuc_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6432_Ant_Nuc/2107UNHS-0291_Br6432_Ant_Nuc_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","FAIL/WARN","WARN/FAIL","PASS","WARN","FAIL","PASS/WARN","PASS","NA","75-151","50","37.0","37.0","37.0","37.0",NA,NA,1.40249301267462e-06,6.87221576210566e-05,0.00260022204549875,"75-151","50","37.0","37.0","37.0","37.0",NA,NA,1.79519105622352e-05,0.000176433620994468,0.00127486614852123,TRUE,NA,142603206,140715186,1888020,0.9868,0.9763,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/2107UNHS-0291_Br6432_Ant_Nuc_sorted.bam",114929594,36623194,0.241653053588166,0.809601677176871,61775410,0,0,0,0,0,0,0,8496821,0,0,2864991,0,3166239,4.04691769751103e-07
"2107UNHS-0291_Br6432_Mid_Bulk","Br6432_mid","Br6432","mid","Middle","Bulk","polyA","polyA_Bulk","2107UNHS-0291",1,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6432_Mid_Bulk/2107UNHS-0291_Br6432_Mid_Bulk_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6432_Mid_Bulk/2107UNHS-0291_Br6432_Mid_Bulk_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","FAIL/WARN","WARN","PASS","WARN","FAIL","PASS/WARN","PASS","NA","75-151","49","37.0","37.0","37.0","37.0",NA,NA,2.2125326215597e-05,0.00014381462040138,0.00239974692030706,"75-151","49","37.0","37.0","37.0","37.0",NA,NA,2.5245564528053e-05,0.000191752827201841,0.0015104790012571,TRUE,NA,141014870,139233623,1781247,0.9874,0.9748,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/2107UNHS-0291_Br6432_Mid_Bulk_sorted.bam",113507714,35754500,0.239541535944254,0.803417792139387,60392296,0,0,0,0,0,0,0,8034060,0,0,3311005,0,3431868,2.31817647734406e-07
"2107UNHS-0291_Br6432_Mid_Cyto","Br6432_mid","Br6432","mid","Middle","Cyto","polyA","polyA_Cyto","2107UNHS-0291",1,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6432_Mid_Cyto/2107UNHS-0291_Br6432_Mid_Cyto_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6432_Mid_Cyto/2107UNHS-0291_Br6432_Mid_Cyto_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","FAIL/WARN","FAIL/WARN","PASS","WARN","FAIL","PASS/WARN","PASS","NA","75-151","52","37.0","37.0","37.0","37.0",NA,NA,0,0.00013037966455169,0.00267360831105997,"75-151","52","37.0","37.0","37.0","37.0",NA,NA,1.03148468790894e-05,0.000137393760429471,0.00148533795058887,TRUE,NA,96947634,95974506,973128,0.99,0.982,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/2107UNHS-0291_Br6432_Mid_Cyto_sorted.bam",84527500,19961172,0.191036708744848,0.802865578026603,42174581,0,0,0,0,0,0,0,6553504,0,0,1256085,0,2545895,2.84531576022059e-07
"2107UNHS-0291_Br6432_Mid_Nuc","Br6432_mid","Br6432","mid","Middle","Nuc","polyA","polyA_Nuc","2107UNHS-0291",1,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6432_Mid_Nuc/2107UNHS-0291_Br6432_Mid_Nuc_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6432_Mid_Nuc/2107UNHS-0291_Br6432_Mid_Nuc_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","FAIL/WARN","FAIL","PASS","WARN","FAIL","PASS/WARN","PASS","NA","75-151","49","37.0","37.0","37.0","37.0",NA,NA,2.55211022270559e-06,7.14590862357566e-05,0.00247395184713523,"75-151","49","37.0","37.0","37.0","37.0",NA,NA,1.91408266702919e-05,9.76182160184889e-05,0.0012569142846825,TRUE,NA,125386434,123392731,1993703,0.9841,0.9732,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/2107UNHS-0291_Br6432_Mid_Nuc_sorted.bam",90163695,43377358,0.324824142280801,0.796638484489881,53556373,0,0,0,0,0,0,0,8080577,0,0,2594866,0,2996135,7.46876566865348e-08
"2107UNHS-0291_Br6471_Ant_Bulk","Br6471_ant","Br6471","ant","Anterior","Bulk","polyA","polyA_Bulk","2107UNHS-0291",1,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6471_Ant_Bulk/2107UNHS-0291_Br6471_Ant_Bulk_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6471_Ant_Bulk/2107UNHS-0291_Br6471_Ant_Bulk_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","FAIL/WARN","WARN","PASS","WARN","FAIL","PASS/WARN","PASS","NA","75-151","50","37.0","37.0","37.0","37.0",NA,NA,5.61072271158176e-06,0.000110894284181851,0.00215847803139675,"75-151","50","37.0","37.0","37.0","37.0",NA,NA,4.29055266179781e-05,0.000203966272691619,0.00147363981807133,TRUE,NA,121196508,119934888,1261620,0.9896,0.9807,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/2107UNHS-0291_Br6471_Ant_Bulk_sorted.bam",112109975,15807720,0.123577273652406,0.825073735617353,53067345,0,0,0,0,0,0,0,6152220,0,0,2443122,0,2655619,5.65319406878185e-08
