sample_id,cell_type,prop,cell_size_opt
2107UNHS-0291_Br2720_Mid_Bulk,Inhib,0.3938093756816302,akt3
2107UNHS-0291_Br2720_Mid_Bulk,Oligo,0.3491656466363387,akt3
2107UNHS-0291_Br2720_Mid_Bulk,OPC,0.004122489731279328,akt3
2107UNHS-0291_Br2720_Mid_Bulk,Excit,0.18968143435897383,akt3
2107UNHS-0291_Br2720_Mid_Bulk,Astro,0,akt3
2107UNHS-0291_Br2720_Mid_Bulk,EndoMural,0.05969416981909744,akt3
2107UNHS-0291_Br2720_Mid_Bulk,Micro,0.0035268837726804407,akt3
2107UNHS-0291_Br2720_Mid_Cyto,Inhib,0.23535990466772352,akt3
2107UNHS-0291_Br2720_Mid_Cyto,Oligo,0.25051594895223944,akt3
2107UNHS-0291_Br2720_Mid_Cyto,OPC,0.021213091154823605,akt3
2107UNHS-0291_Br2720_Mid_Cyto,Excit,0.4628606249683587,akt3
2107UNHS-0291_Br2720_Mid_Cyto,Astro,0,akt3
2107UNHS-0291_Br2720_Mid_Cyto,EndoMural,0.025610145275061977,akt3
2107UNHS-0291_Br2720_Mid_Cyto,Micro,0.004440284981792818,akt3
2107UNHS-0291_Br2720_Mid_Nuc,Inhib,0.385766013045497,akt3
2107UNHS-0291_Br2720_Mid_Nuc,Oligo,0.13273981036980262,akt3
2107UNHS-0291_Br2720_Mid_Nuc,OPC,0.035267841863386766,akt3
2107UNHS-0291_Br2720_Mid_Nuc,Excit,0.37285875505775146,akt3
2107UNHS-0291_Br2720_Mid_Nuc,Astro,2.1760929661561142e-4,akt3
2107UNHS-0291_Br2720_Mid_Nuc,EndoMural,0.06833572550368341,akt3
2107UNHS-0291_Br2720_Mid_Nuc,Micro,0.004814244863263104,akt3
2107UNHS-0291_Br6432_Ant_Bulk,Inhib,0.34626561440338915,akt3
2107UNHS-0291_Br6432_Ant_Bulk,Oligo,0.2003130284445532,akt3
2107UNHS-0291_Br6432_Ant_Bulk,OPC,0.019393338738193783,akt3
2107UNHS-0291_Br6432_Ant_Bulk,Excit,0.34127652557193877,akt3
2107UNHS-0291_Br6432_Ant_Bulk,Astro,0.018331489507194314,akt3
2107UNHS-0291_Br6432_Ant_Bulk,EndoMural,0.06859157128199074,akt3
2107UNHS-0291_Br6432_Ant_Bulk,Micro,0.0058284320527399475,akt3
2107UNHS-0291_Br6432_Ant_Cyto,Inhib,0.3793818478544087,akt3
2107UNHS-0291_Br6432_Ant_Cyto,Oligo,0.163926240874667,akt3
2107UNHS-0291_Br6432_Ant_Cyto,OPC,0.028946141178335365,akt3
2107UNHS-0291_Br6432_Ant_Cyto,Excit,0.3795981900670985,akt3
2107UNHS-0291_Br6432_Ant_Cyto,Astro,0.006372497685423413,akt3
2107UNHS-0291_Br6432_Ant_Cyto,EndoMural,0.02774288122322202,akt3
2107UNHS-0291_Br6432_Ant_Cyto,Micro,0.01403220111684496,akt3
